Tarifpunkt,IBNR,Bahnhofstatus,Verbund,Regionen,Gleichstellung zu beachten
Groß Schwaß,11735,NAST,VVW,1212,
Großsteinberg,11763,NAST,MDV,312,
Groß-Umstadt Kl-Um.,3315,NAST,RMV,254,
Groß-Umstadt Mitte,2393,NAST,RMV,254,
Groß-Umstadt Wiebel,384,NAST,RMV,254,
Großwalbur,2432,NAST,VGN,357,
Großwudicke,11766,NAST,VBB,1123,
Grötzingen,381,NAST,KVV,100,*
Grub(Oberbay),2435,NAST,MVV,264,
Grub(Oberpf),2436,NAST,VLC,407,
Grub am Forst,2434,NAST,VGN,356,
Grüna(Sachs)Hp,11770,NAST,VMS,432,*
Grunbach,2448,NAST,VVS,553,
Grünbach(Vogtl),11773,NAST,VVV,403,
Grünberg(Oberhess),2439,NAST,RMV,329,
Grund Schwalheim,2450,NAST,RMV,325,
Grünebacherhütte,2442,NAST,VRM,274,
Grünebach Ort,2441,NAST,VRM,274,
Grüneberg,11776,NAST,VBB,1034,
Grünhainichen-Borst,11777,NAST,VMS,1116,
Grunow(Nl),10150,NAST,VBB,1065,
Grünsfeld,2447,NAST,VRN,92,
Grünstadt,137,AST,VRN,"133,11,13",
Grünstadt Nord,2444,NAST,VRN,13,
Grüntal/Wittlensw.,2445,NAST,VGF,266,
Guben,10357,NAST,VBB,449,
Gubin(Gr),10358,NAST,,449,
Gültstein,2455,NAST,NAL,470,
Gummersbach,2462,NAST,VRS,90,
Gummersbach-Dieringh,363,NAST,VRS,90,
Gumpenried-Asbach,2476,NAST,WBV,107,
Gumpenweiler,2464,NAST,AVV,413,
Gundelfingen(Bay),2466,NAST,,115,
Gundelfingen(Breisg),2465,NAST,RVF,29,*
Gundelsdorf,2467,NAST,VGN,145,
Gundelshausen,2468,NAST,,314,
Gundelsheim(b Bamb),2469,NAST,VGN,491,
Gundelsheim(Neckar),2470,NAST,HNV,277,
Gündelwangen,2456,NAST,,21,
Gundersheim(Rheinh),2473,NAST,VRN,11,
Gündlkofen,2457,NAST,,264,
Guntersblum,2474,NAST,RNN,71,
Günzach,2458,NAST,,59,
Günzburg,139,AST,,"115,409,413",
Gunzenhausen,385,NAST,VGN,6,
Güsen(b Genthin),10151,AST,MAR,94,
Gussenstadt,2510,NAST,HTV,427,
Güsten,10152,HAST,MAR,"1105,385,1019",
Gustorf,2477,NAST,VRR,224,
Güstrow,10153,HAST,VVW,1340,
Gutach(Breisgau),2478,NAST,RVF,29,
Gutach(Schwarzwaldb),2479,NAST,TGO,206,
Gutach Freilichtmus.,2480,NAST,TGO,206,
Gutenfürst,11790,AST,VVV,"480,904",
Güterglück,10154,AST,MDV,"94,1119",
Gütersloh Hbf,2461,AST,OWL,223,*
Guthmannshausen,11791,NAST,,384,
Guxhagen,2484,NAST,NVV,195,
Haan,2490,NAST,VRR,213,
Haan-Gruiten,138,AST,VRR,"213,214",
Haar,2491,NAST,MVV,264,*
Haarhausen,11792,NAST,VMT,484,
Hachenburg,2494,NAST,,257,
Hadamar,2495,NAST,RMV,320,
Hademarschen,2496,NAST,SHT,500,
Hadmersleben,11794,NAST,MAR,352,
Haffkrug,2504,NAST,SHT,304,
Hagebök,11797,NAST,,1212,
Hagelstadt,2506,NAST,,61,
Hagen(Han),2507,NAST,GVH,70,
Hagenbach,2515,NAST,KVV,36,
Hagenbüchach,2517,NAST,VGN,57,
Hagen Hbf,142,HAST,VRR,"226,230,90,203,236,205",*
Hagen-Heubing,2512,NAST,VRR,203,*
Hagen-Oberhagen,2514,NAST,VRR,90,*
Hagenow Land,10156,NAST,,1345,
Hagen-Vorhalle,977,NAST,VRR,205,*
Hagen-Wehringhausen,6712,NAST,VRR,203,*
Hagenwerder,11799,NAST,VON,377,
Hagen-Westerbauer,4440,NAST,VRR,203,*
Hähnichen,11795,NAST,VON,447,
Hähnlein-Alsbach,2498,NAST,RMV,445,
Haidenaab-Göppmanns,2523,NAST,VGN,113,
Haidkapelle,2525,NAST,NAL,399,
Haidmühle,422,NAST,,261,
Haiger,386,NAST,RMV,274,
Haigerloch,2522,NAST,NAL,399,
Haiger Obertor,2524,NAST,,274,
Hailer-Meerholz,2526,NAST,RMV,457,
Hainburg Hainstadt,2531,NAST,RMV,424,
Hainichen,11802,NAST,VMS,434,
Hainstadt(Baden),2529,NAST,VRN,157,*
Haitz-Höchst,2532,NAST,RMV,343,
Halbe,11805,NAST,VBB,1070,
Halberstadt,10157,AST,,"352,1074,1020,1054",
Halberstadt Oststr,11808,NAST,,1074,
Halberstadt-Spiegels,11809,NAST,,1074,
Halbmeil,2533,NAST,TGO,206,
Haldensleben,10158,NAST,MAR,1025,
Haldern(Rheinl),2536,NAST,VRR,354,
Halen,2537,NAST,VGM,58,
Hallbergmoos,2534,NAST,MVV,264,
Halle(Saale)Hbf,10159,HAST,MDV,"433,1042,1027,1028,1029,462",*
Halle(Westf),2539,NAST,OWL,163,
Halle(Westf) Arena,2538,NAST,OWL,163,
Halle-Ammendorf,10162,AST,MDV,"1041,1042",*
Halle Dessauer Br,10164,NAST,MDV,462,*
Halle Messe,10155,NAST,MDV,433,*
Hallenberg,2540,NAST,,260,
Halle-Neustadt,10160,AST,MDV,"1042,1011",*
Halle-Nietleben,11813,NAST,MDV,1011,*
Halle Rosengarten,10165,NAST,MDV,1042,*
Halle-Silberhöhe,13448,NAST,MDV,1042,*
Halle Steintorbr,10180,NAST,MDV,462,*
Halle Südstadt,10190,NAST,MDV,1042,*
Halle-Trotha,11814,NAST,MDV,462,*
Halle Wohnstadt Nord,10187,NAST,MDV,462,*
Halle Zoo,10200,NAST,MDV,462,*
Halle Zscherbener S,10197,NAST,MDV,1042,*
Hallstadt(b Bamberg),2542,NAST,VGN,356,
Halstenbek,2545,NAST,HVV,488,*
Haltern am See,145,AST,VRR,"149,348,159",
Haltingen,2546,NAST,RVL,26,
Halver-Oberbrügge,2535,NAST,WT,90,
Hamburg Airport,2547,NAST,HVV,14,*
Hamburg-Allermöhe,779,NAST,HVV,14,*
Hamburg Alte Wöhr,512,NAST,HVV,14,*
Hamburg-Altona,2553,NAST,HVV,488,*
Hamburg-Bahrenfeld,780,NAST,HVV,488,*
Hamburg-Barmbek,805,NAST,HVV,14,*
Hamburg-Bergedorf,2554,NAST,HVV,14,*
Hamburg Berliner Tor,908,NAST,HVV,14,*
Hamburg Billw.Moorfl,971,NAST,HVV,14,*
Hamburg-Blankenese,1007,NAST,HVV,488,*
Hamburg Dammtor,2548,NAST,HVV,439,*
Hamburg Diebsteich,1438,NAST,HVV,488,*
Hamburg-Eidelstedt,2555,NAST,HVV,488,*
Hamburg Elbbrücken,2551,NAST,HVV,438,*
Hamburg Elbgaustr.,1739,NAST,HVV,488,*
Hamburg-Fischbek,2556,NAST,HVV,126,*
Hamburg Friedrichsb.,2106,NAST,HVV,14,*
Hamburg-Hammerbrook,4266,NAST,HVV,438,*
Hamburg-Harburg,147,HAST,HVV,"438,40,43,126",*
Hamburg-Harburg Rath,4267,NAST,HVV,126,*
Hamburg Hasselbrook,2628,NAST,HVV,14,*
Hamburg Hbf,2549,AST,HVV,"438,439,488,14",*
Hamburg-Heimfeld,6749,NAST,HVV,126,*
Hamburg Hochkamp,2873,NAST,HVV,488,*
Hamburg Hoheneichen,2946,NAST,HVV,14,*
Hamburg Holstenstr.,2550,NAST,HVV,488,*
Hamburg-Iserbrook,3088,NAST,HVV,488,*
Hamburg Jungfernst.,3137,NAST,HVV,488,*
Hamburg Klein Flottb,3312,NAST,HVV,488,*
Hamburg Königstr.,6706,NAST,HVV,488,*
Hamburg Kornweg/Kl.B,3410,NAST,HVV,14,*
Hamburg Landungsbr.,3518,NAST,HVV,488,*
Hamburg Landwehr,3519,NAST,HVV,14,*
Hamburg-Langenfelde,3541,NAST,HVV,488,*
Hamburg Mittl.Lanw.,4048,NAST,HVV,14,*
Hamburg-Nettelnburg,4241,NAST,HVV,14,*
Hamburg-Neugraben,2557,NAST,HVV,126,*
Hamburg Neuwiedenth.,6750,NAST,HVV,126,*
Hamburg-Ohlsdorf,4661,NAST,HVV,14,*
Hamburg-Othmarschen,4719,NAST,HVV,488,*
Hamburg-Ottensen,2562,NAST,HVV,488,*
Hamburg-Poppenb.,4862,NAST,HVV,14,*
Hamburg-Rahlstedt,2558,NAST,HVV,14,*
Hamburg Reeperbahn,6705,NAST,HVV,488,*
Hamburg-Rissen,5106,NAST,HVV,488,*
Hamburg-Rothenb.Ort,5191,NAST,HVV,14,*
Hamburg Rübenkamp,5207,NAST,HVV,14,*
Hamburg Stadthausbr.,5663,NAST,HVV,488,*
Hamburg-Stellingen,2559,NAST,HVV,488,*
Hamburg-Sternschanze,146,HAST,HVV,"439,488",*
Hamburg-Sülldorf,5785,NAST,HVV,488,*
Hamburg-Tiefstack,5870,NAST,HVV,14,*
Hamburg-Tonndorf,6197,NAST,HVV,14,*
Hamburg-Veddel,6062,NAST,HVV,438,*
Hamburg Wandsb.Chaus,6198,NAST,HVV,14,*
Hamburg-Wandsbek,2560,NAST,HVV,14,*
Hamburg-Wellingsb.,6319,NAST,HVV,14,*
Hamburg-Wilhelmsburg,2561,NAST,HVV,438,*
Hämelerwald,2499,NAST,GVH,89,
Hameln,148,HAST,,"69,38,75,76",*
Hämerten,11796,NAST,,1123,
Hamm(Westf)Hbf,149,HAST,VRL,"177,353,242,235,221",*
Hammah,2565,NAST,HVV,34,
Hamm-Bockum-Hövel,1045,NAST,VRL,177,*
Hammelburg,2567,NAST,,343,
Hammelburg Ost,2568,NAST,,343,
Hammelspring,11815,NAST,VBB,316,
Hammerau,2570,NAST,,142,
Hamm-Heessen,2680,NAST,VRL,242,*
Hamminkeln,2571,NAST,VRR,143,
Hamminkeln-Dingden,1465,NAST,VRR,143,
Hamm-Westtünnen,2564,NAST,WT,221,
Hanau Hbf,150,HAST,RMV,"401,98,455,424,457",*
Hanau Klein-Auheim,3311,NAST,RMV,424,*
Hanau Nord,2572,NAST,RMV,401,*
Hanau West,2573,NAST,RMV,98,*
Hanau-Wilhelmsbad,2574,NAST,RMV,98,*
Handeloh,2575,NAST,HVV,41,
Hanfertal,2577,NAST,NAD,399,
Hangelsberg,11818,NAST,VBB,1034,
Hann Münden,6707,NAST,NVV,476,
Hannover Ander.Misb.,578,NAST,GVH,111,*
Hannover Bismarckstr,2580,NAST,GVH,69,*
Hannover-Bornum,2581,NAST,GVH,69,*
Hannover Flughafen,2589,NAST,GVH,104,
Hannover Hbf,152,HAST,GVH,"69,104,111",*
Hannover-Kleefeld,2584,NAST,GVH,111,*
Hannover-Ledeburg,2583,NAST,GVH,104,*
Hannover-Leinhausen,2585,NAST,GVH,104,*
Hannover-Linden/Fi.,2586,NAST,GVH,69,*
HannoverMesseLaatzen,3487,NAST,GVH,69,*
Hannover-Nordstadt,2576,NAST,GVH,104,*
Hannover-Vinnhorst,6089,NAST,GVH,104,*
Hannover Wiech-Allee,2591,NAST,GVH,111,*
Hanweiler(Gr),2587,NAST,,387,
Happurg,2578,NAST,VGN,314,
Harbatshofen,2590,NAST,BOD,412,
Harblek,2592,NAST,SHT,1,
Harburg(Schwab),2593,NAST,,2,
Hardegsen,2594,NAST,VSN,112,
Hardheim,2595,NAST,VRN,157,
Hardhof,2596,NAST,VGN,57,
Haren(Ems),2598,NAST,,334,
Harra,11820,NAST,VMT,1049,
Harra Nord,11821,NAST,VMT,1049,
Harras(Thür),11822,NAST,,1312,
Harriehausen,2604,NAST,VSN,419,
Harsdorf,2605,NAST,VGN,237,
Harsefeld,2608,NAST,HVV,126,
Harsum,2607,NAST,,81,
Hartenstein,11823,NAST,VMS,179,
Hartershofen,2609,NAST,VGN,82,
Harthaus,2610,NAST,MVV,91,*
Hartmannmühle,11825,NAST,VVO,1113,
Hartmannshof,2612,NAST,VGN,314,
Hasbergen,2615,NAST,,458,
Haselbrunn,2618,NAST,VHB,485,
Hasenheide,2620,NAST,VGN,314,
Haslach,2621,NAST,TGO,206,
Hasloch(Main),2622,NAST,VAB,157,
Haspelmoor,2623,NAST,MVV,310,
Hassel(Saar),2625,NAST,SVV,253,
Hasselborn,3435,NAST,RMV,380,
Haßfurt,2630,NAST,VGN,19,
Haßfurt Gymnasium,2631,NAST,VGN,19,
Haßloch(Pfalz),2632,NAST,VRN,133,
Haßmersheim,2633,NAST,VRN,277,
Haste,2634,NAST,GVH,25,
Hattenheim,2635,NAST,RMV,394,
Hattersheim(Main),2637,NAST,RMV,51,
Hattert,2638,NAST,,257,
Hattingen(R) Mitte,2640,NAST,VRR,214,
Hattingen(Ruhr),2639,NAST,VRR,214,
Hattorf,2641,NAST,VSN,373,
Hatzenport,2643,NAST,VRM,296,
Hatzfeld(Eder),2644,NAST,NVV,218,
Haueda,2646,NAST,NVV,476,
Hauenstein(Pfalz),2649,NAST,VRN,253,
Hauenstein Mitte,2648,NAST,VRN,253,
Haunetal-Neukirchen,4297,NAST,NVV,436,
Haupeltshofen,2651,NAST,,413,
Hauptstuhl,2655,NAST,VRN,194,
Hausach,333,NAST,TGO,206,
Hausen (b Düren),2601,NAST,,65,
Hausen(Eichsfeld),11834,NAST,,1318,
Hausen(Schwab),2664,NAST,,413,
Hausen(Taunus),3437,NAST,RMV,380,
Hausen i Tal,2656,NAST,NAL,399,
Hausen-Raitbach,2666,NAST,RVL,26,
Hausen-Starzeln,2603,NAST,NAL,399,
Häuserhof,2501,NAST,RMV,325,
Häusern,6736,NAST,WTV,21,
Hauzenberg,2668,NAST,VLP,95,
Havixbeck,2670,NAST,VGM,105,
Hebertsfelden,2671,NAST,VRI,93,
Hebertshausen,6189,NAST,MVV,264,
Hechendorf,2672,NAST,,125,
Hechingen,2673,NAST,NAL,399,
Hechthausen,2674,NAST,HVV,34,
Heddesheim/Hirschb.,2430,NAST,VRN,74,
Hedemünden,2677,NAST,NVV,476,
Hedersdorf,2678,NAST,VGN,314,
Hedersleben-Wedderst,11838,NAST,,1054,
Heggen,2682,NAST,VGW,31,
Hegne,2683,NAST,VHB,485,
Heide(Holst),155,HAST,SHT,"500,22,24,493",
Heidelb.K/Rohrbach,2686,NAST,VRN,428,*
Heidelb.Orthopädie,2684,NAST,VRN,451,*
Heidelb.P/Wieblingen,2687,NAST,VRN,74,*
Heidelb.Sch/Z.hausen,5366,NAST,VRN,451,*
Heidelb.-W/S.stadt,2681,NAST,VRN,451,*
Heidelberg-Altstadt,2685,NAST,VRN,451,*
Heidelberg Hbf,156,HAST,VRN,"451,74,428",*
Heidelsheim,2688,NAST,KVV,435,
Heidelsheim Nord,2679,NAST,KVV,435,
Heidenau,10163,NAST,VVO,1113,
Heidenau-Großsedl,11844,NAST,VVO,1113,
Heidenau Süd,11843,NAST,VVO,1113,
Heidenheim,2689,NAST,HTV,115,
Heidenheim-Mergelst.,2690,NAST,HTV,115,
Heidenheim-Schnaith.,2691,NAST,HTV,115,
Heidenheim Voithwerk,2693,NAST,HTV,115,*
Heidesheim(Rheinh),2692,NAST,RNN,88,
Heidkrug,2694,NAST,VBN,54,*
Heigenbrücken,2696,NAST,VAB,118,
Heilb. Heiligenstadt,11849,NAST,,1321,
Heilbr.Finanz/Pfühl,2714,NAST,HNV,243,*
Heilbr.Harmon/Fried,2701,NAST,HNV,243,*
Heilbr.Indpl/H-R-Str,2723,NAST,HNV,243,*
Heilbr.NeckarT/Rath,2713,NAST,HNV,243,*
Heilbr.Thr/Techschul,2722,NAST,HNV,243,*
Heilbr-Böckingen BZ,2698,NAST,HNV,131,*
Heilbronn Hbf,157,HAST,HNV,"131,243,245,239",*
Heilbronn Kaufland,2726,NAST,HNV,243,*
Heilbronn Sülmertor,2699,NAST,HNV,243,*
Heilbronn Trappensee,2700,NAST,HNV,243,*
Heiligengrabe,11848,NAST,VBB,1075,
Heiligenstatt(Obb),2703,NAST,,49,
Heiligenstein(Pfalz),2704,NAST,VRN,262,
Heilsbronn,2705,NAST,VGN,10,
Heimbach (Eifel),2602,NAST,,65,
Heimbach(Nahe),2707,NAST,RNN,437,
Heimenkirch,2710,NAST,BOD,412,
Heimersheim,2711,NAST,VRM,32,
Heimertingen,2712,NAST,,409,
Heimstetten,2715,NAST,MVV,264,
Heinebach,2716,NAST,NVV,294,
Heinersreuth,2717,NAST,VGN,145,
Heinsberg,2721,NAST,AVV,299,*
Heinsberg-Dremmen,1557,NAST,AVV,299,*
Heinsberg-Horst,2719,NAST,AVV,299,*
Heinsberg-Kreishaus,2725,NAST,AVV,299,*
Heinsberg-Oberbruch,4519,NAST,AVV,299,*
Heinsberg-Porselen,2720,NAST,AVV,299,*
Heinsberg-Randerath,2718,NAST,AVV,299,*
Heinschenwalde,2728,NAST,HVV,126,
Heinzenhausen,2724,NAST,VRN,15,
Heitersheim,2727,NAST,RVF,26,
Heiterwang-Plansee,6758,NAST,VVT,79,
Heldrungen,11852,NAST,,1066,
Helenesee,11853,NAST,VBB,1065,
Helmbrechts,2733,NAST,VGN,145,
Helmsdorf(Pirna),11855,NAST,VVO,1096,
Helmsheim,2734,NAST,KVV,435,
Helmstadt,2771,NAST,VRN,131,
Helmstedt,159,AST,VRB,"227,123,1101",
Helpup,2737,NAST,OWL,106,
Hemmerde,2745,NAST,VRL,155,
Hemmersdorf(Saar),2746,NAST,SVV,172,
Hemmoor,815,NAST,HVV,34,
Hemsbach,2748,NAST,VRN,74,
Henfenfeld,2751,NAST,VGN,314,
Hennef(Sieg),2753,NAST,VRS,270,
Hennef im Siegbogen,2775,NAST,VRS,270,
Hennen,2754,NAST,VRL,233,*
Hennersdorf(Sachs),11856,NAST,VMS,1361,
Hennigsdorf(b Bln),13483,AST,VBB,"1031,1034,1358",
Heppenheim(Bergstr),2757,NAST,VRN,74,
Herbertingen,160,AST,NAL,"485,362,399",
Herbertingen Ort,2760,NAST,NAL,485,
Herbertshofen,2761,NAST,AVV,413,
Herblingen,2762,NAST,,606,
Herbolzheim(Breisg),2763,NAST,RVF,29,
Herbolzheim(Jagst),2764,NAST,HNV,278,
Herborn(Dillkr),161,AST,RMV,"322,698",
Herbrechtingen,2766,NAST,HTV,115,
Herchen,2768,NAST,VRS,270,
Herdecke,2769,NAST,VRR,236,
Herdorf,2770,NAST,VRM,274,
Herford,162,AST,OWL,"97,99,73",*
Hergatz,387,NAST,BOD,412,
Hergensweiler,2772,NAST,,412,
Hergershausen,2773,NAST,RMV,254,
Heringen(Helme),11860,NAST,,1081,
Herlasgrün,10166,AST,VVV,"403,268,269",
Herleshausen Hp,13548,NAST,NVV,1315,
Hermaringen,2776,NAST,HTV,115,
Hermentingen,2777,NAST,NAL,399,
Hermsdorf(Dresden),11861,NAST,VVO,363,
Hermsdorf-Klosterl,11862,NAST,VMT,1306,
Herne,164,AST,VRR,"691,180,182,351",*
Herne-Börnig,2779,NAST,VRR,180,*
Heroldsberg,2782,NAST,VGN,146,
Heroldsberg Nord,2783,NAST,VGN,146,
Herrath,2784,NAST,VRR,299,*
Herrenberg,2785,NAST,VVS,470,
Herrenberg Zwerchweg,2786,NAST,NAL,470,
Herrensee,11863,NAST,VBB,1034,
Herrlingen,2789,NAST,DIN,399,
Herrnburg,11864,AST,,"305,1002",
Herrsching,2792,NAST,MVV,91,
Hersbruck(l Pegnitz),2793,NAST,VGN,314,
Hersbruck(r Pegnitz),2794,NAST,VGN,314,
Herten(Baden),2797,NAST,RVL,330,
Herten(Westf),2795,NAST,VRR,159,*
Herten(Westf)-Weste.,2796,NAST,VRR,159,*
Hervest-Dorsten,165,AST,VRR,"144,148,173",
Herxheim a B,2798,NAST,VRN,133,
Herzberg(Elster),11867,NAST,VBB,1157,
Herzberg(Harz),166,AST,VSN,"338,373,366",
Herzberg(Mark),10167,NAST,VBB,1358,
Herzberg Schloß,2800,NAST,VSN,338,*
Herzebrock,2801,NAST,OWL,463,
Herzhorn,2803,NAST,HVV,493,
Herzogenaurach,2805,NAST,VGN,680,
Herzogenrath,2806,NAST,AVV,299,
Herzogenrath(Gr),2807,NAST,AVV,299,
Herzogenrath-A-Merk.,2804,NAST,AVV,299,
Herzogenrath-Aug-S-P,2816,NAST,AVV,299,
Hesedorf,2809,NAST,HVV,126,
Heselbach,2808,NAST,VGF,188,
Hesepe,167,AST,,"42,58,396",
Hesseln,2810,NAST,OWL,163,
Hesseneck Kailbach,3144,NAST,RMV,254,
Hesseneck Schöllenb,5393,NAST,RMV,254,
Hessisch Oldendorf,2812,NAST,,75,
Hetschburg,11869,NAST,VMT,1305,
Hettenhausen,2814,NAST,RMV,16,
Hettingen(Hohenz),2818,NAST,NAL,399,
Hettstedt,10168,NAST,,1064,
Hetzdorf(Flöhatal),11870,NAST,VMS,1116,
Hetzerath,2817,NAST,VRT,296,
Heudeber-Danstedt,10169,NAST,,1020,
Heufeld,2820,NAST,MVV,264,
Heufeldmühle,2821,NAST,MVV,264,
Heusenstamm,2822,NAST,RMV,98,
Heustreu Bahnhof,2823,NAST,,343,
Hiddenh.-Schweicheln,2824,NAST,OWL,73,
Hilchenbach,2826,NAST,VGW,218,
Hildbrandsgrün,2827,NAST,VGN,145,
Hildburghausen,11871,NAST,,1312,
Hilden,388,NAST,VRR,90,
Hilden Süd,2828,NAST,VRR,90,
Hildesheim Hbf,169,HAST,,"81,211,84,69",*
Hildesheim Ost,2830,NAST,,211,*
Hillnhütten,2835,NAST,VGW,218,
Hilpertsau,2837,NAST,KVV,188,
Hilpoltstein,2838,NAST,VGN,6,
Hilter,2839,NAST,,163,
Himmelkron,2842,NAST,VGN,371,
Himmelpforten,2843,NAST,HVV,34,
Himmelreich,2844,NAST,RVF,21,
Himmelstadt,2845,NAST,VVM,17,
Hinrichssegen,2850,NAST,MVV,264,
Hinterweidenthal,2847,NAST,VRN,253,
Hinterweidenthal Ort,2849,NAST,VRN,253,
Hinterweidenthal Ost,2846,NAST,VRN,253,
Hinterzarten,2848,NAST,RVF,21,
Hirsau,2852,NAST,VGC,524,
Hirschaid,2853,NAST,VGN,679,
Hirschfelde,11878,NAST,VON,377,
Hirschfelden,2856,NAST,,413,
Hirschhorn(Neckar),2857,NAST,VRN,254,
Hirschhorn(Pfalz),2858,NAST,VRN,15,
Hittfeld,2864,NAST,HVV,40,*
Hitzacker,2865,NAST,HVV,392,
Hochdahl,2868,NAST,VRR,214,
Hochdahl-Millrath,2869,NAST,VRR,214,
Hochdorf(b Horb),389,NAST,VGF,266,
Hochdorf(Riß),2870,NAST,DIN,399,
Höchenschwand,6747,NAST,WTV,21,
Hochhausen(Tauber),2871,NAST,VRN,468,*
Hochheim(Main),2872,NAST,RMV,51,*
Hochneukirch,390,NAST,VRR,30,
Hochspeyer,2875,NAST,VRN,437,
Höchst(Odenw),172,NAST,RMV,254,
Höchstädt(Donau),2888,NAST,,115,
Hochstadt-Marktzeuln,2878,NAST,VGN,145,
Höchstädt-Thierst.,2889,NAST,,145,
Hochstätten(Pfalz),2879,NAST,RNN,437,
Hochstetten,2882,NAST,KVV,255,
Hochstetten(Nahe),2880,NAST,RNN,437,
Höchst Hetschbach,2813,NAST,RMV,254,
Höchst Mümling-Gru,4125,NAST,RMV,254,
Hochwang,2881,NAST,,413,
Hockenheim,2883,NAST,VRN,74,
Hockeroda,10170,AST,VMT,"1049,138,1322",
Hodenhagen,2884,NAST,,104,
Hof(Münstertal),2896,NAST,RVF,26,
Hofeld,2929,NAST,SVV,381,
Hofen(b Aalen),2930,NAST,OAM,2,*
Höfen(Enz) Bf,2891,NAST,VGC,524,
Hoffenheim,2931,NAST,VRN,131,
Hoffnungsthal,2932,NAST,VRS,90,
Hofgeismar,2933,NAST,NVV,476,
Hofgeismar-Hümme,3015,NAST,NVV,476,
Hof Hbf,2924,HAST,VGN,"145,904",
Hofheim (Ried),2934,NAST,VRN,444,
Hofheim(Taunus),2935,NAST,RMV,51,
Hofheim(Unterfr),2936,NAST,VGN,19,
Höfingen,2892,NAST,VVS,137,
Hof-Neuhof,2927,NAST,VGN,145,
Hohegrete,2939,NAST,VRM,257,
Hohenbrunn,2940,NAST,MVV,264,
Hohenebra Ort,11891,NAST,,358,
Hohenecken,2943,NAST,VRN,253,
Hoheneggelsen,2944,NAST,,84,
Hohenfichte,11892,NAST,VMS,1116,
Höhenkirchen-Sbrunn,2894,NAST,MVV,264,
Hohenleipisch,11894,NAST,VBB,1159,
Hohenleuben,11895,NAST,,268,
Hohenlimburg,2953,NAST,VRR,230,*
Hohen Neuendorf(Bln),11884,NAST,VBB,1034,
Hohen Neuendorf West,11885,NAST,VBB,1034,
Hohenpeißenberg,2954,NAST,,136,
Hohenroda,11900,NAST,MDV,1150,
Hohenschäftlarn,2955,NAST,MVV,264,
Hohenstadt(Mittelfr),2956,NAST,VGN,314,
Hohenstein-Ernstthal,11904,NAST,VMS,432,
Hohensülzen,2951,NAST,VRN,11,
Hohenthurm,11905,NAST,MDV,1028,
Hohenwarth,2960,NAST,VLC,407,
Hohenwarth Campingpl,2961,NAST,VLC,407,
Hohenwestedt,2959,NAST,SHT,500,
Hohenwulsch,10172,NAST,,68,
Höhmühlbach,2895,NAST,VRN,253,
Hohndorf Mitte,11911,NAST,VMS,33,
Holdorf(Oldb),2962,NAST,,42,
Höllenthal,2898,NAST,VGN,145,
Hollfeld,2964,NAST,VGN,423,
Höllriegelskreuth,2899,NAST,MVV,264,*
Holm-Seppensen,2967,NAST,HVV,41,
Holtensen/Linderte,2969,NAST,GVH,69,
Holthusen,10173,AST,,"1217,1345,1033",
Holzdorf(b Weimar),11910,NAST,VMT,1305,*
Holzdorf(Elster),11909,NAST,VBB,1157,
Holzhau,11912,NAST,VMS,333,
Holzhausen(Kr Sieg.),2976,NAST,,274,
Holzhau Skilift,11916,NAST,VMS,333,
Holzheim(b Neuss),2979,NAST,VRR,225,*
Holzkirchen,2980,NAST,MVV,264,
Holzminden,391,NAST,VSN,112,
Holzwickede,392,NAST,VRR,236,
Homburg(Saar)Hbf,176,HAST,SVV,"369,194,386",
Honrath,2988,NAST,VRS,90,
Hopfgarten(Sachs),11914,NAST,MDV,481,
Hopfgarten(Weimar),11915,NAST,VMT,359,
Höpfling,2908,NAST,,140,
Hoppecke,2992,NAST,VRL,128,
Hoppegarten(Mark),11546,NAST,VBB,1034,
Hoppingen,2994,NAST,,2,
Hoppstädten(Nahe),2995,NAST,RNN,437,
Horb,177,HAST,VGF,"266,204,399",
Horb-Heiligenfeld,2998,NAST,VGF,266,
Hörden,2910,NAST,KVV,188,
Horka,10174,NAST,VON,447,
Hörlkofen,2912,NAST,,264,
Horn-Bad Meinberg,3000,NAST,OWL,420,
Hornberg(Schwarzw),3001,NAST,TGO,206,
Horneburg,3002,NAST,HVV,126,
Hornstorf,10176,NAST,,1212,
Hörpolding,2914,NAST,,49,*
Horrem,178,AST,VRS,"220,300,191",
Hörschel Hp,13547,NAST,,1315,
Hörselgau,11883,NAST,VMT,327,
Horst(Holst),3003,NAST,HVV,494,*
Hörstel,2915,NAST,VGM,58,
Hörstmar(Lippe),2916,NAST,OWL,85,
Hösbach,2918,NAST,VAB,118,
Hösel,2919,NAST,VRR,690,
Hosena,10171,AST,VBB,447,
Hoßk. Königseggsee,3004,NAST,BOD,485,
Hövelhof,2920,NAST,HST,238,
Hövelriege,2921,NAST,HST,238,
Höxter-Godelheim,2299,NAST,HST,112,
Höxter-Lüchtringen,3780,NAST,HST,112,
Höxter-Ottbergen,4720,NAST,HST,112,
Höxter Rathaus,2923,NAST,HST,112,
Hoyerswerda,10177,NAST,VVO,447,
Hoyerswerda-Neustadt,11922,NAST,VVO,447,
Hoykenkamp,3008,NAST,VBN,326,*
Hubacker,3010,NAST,TGO,681,
Hubertushöhe,11923,NAST,VBB,1065,
Huchem-Stammeln,2606,NAST,,472,
Hückelhoven-Baal,677,NAST,AVV,299,
Huckstorf,11924,NAST,VVW,1340,
Hude,522,NAST,VBN,326,
