Sammelbezeichnung,Typ,ab km,preisbildender Tarifpunkt,IBNR,gleichgestellter Tarifpunkt,IBNR
Friedrichshafen,CITY,101,Friedrichshafen St.,112,Friedrichshafen LRA,2122
Friedrichshafen,CITY,101,Friedrichshafen St.,112,Friedrichshafen-Manz,3850
Friedrichshafen,CITY,101,Friedrichshafen St.,112,Friedrichshafen Ost,2030
Friedrichshafen,CITY,101,Friedrichshafen St.,112,Friedrichshafen St.,112
Friedrichshafen,CITY,101,Friedrichshafen St.,112,Löwental,3733
Friedrichshafen,TARIF,1,Friedrichshafen St.,112,Friedrichshafen Haf.,2110
Friedrichshafen,TARIF,1,Friedrichshafen St.,112,Friedrichshafen St.,112
Fulda,CITY,101,Fulda,115,Fulda,115
Fürth(Bay),CITY,101,Fürth(Bay)Hbf,114,Alte Veste,511
Fürth(Bay),CITY,101,Fürth(Bay)Hbf,114,Fürth(Bay)Hbf,114
Fürth(Bay),CITY,101,Fürth(Bay)Hbf,114,Fürth-Burgfarrnbach,2152
Fürth(Bay),CITY,101,Fürth(Bay)Hbf,114,Fürth-Dambach,2153
Fürth(Bay),CITY,101,Fürth(Bay)Hbf,114,Fürth-Klinikum,2154
Fürth(Bay),CITY,101,Fürth(Bay)Hbf,114,Fürth-Unterfürberg,2155
Fürth(Bay),CITY,101,Fürth(Bay)Hbf,114,Fürth Westvorstadt,2149
Fürth(Bay),CITY,101,Fürth(Bay)Hbf,114,Vach,6052
Gamburg(Taubert),TARIF,51,Gamburg(Tauber),2177,Gamburg(Tauber),2177
Gamburg(Taubert),TARIF,51,Gamburg(Tauber),2177,Niklashausen,4437
Geisingen-Kirchen,TARIF,1,Geisingen-Kirchen,2213,Geisingen-Hausen,2204
Geisingen-Kirchen,TARIF,1,Geisingen-Kirchen,2213,Geisingen-Kirchen,2213
Gelsenk.-Buer N,CITY,101,Gelsenkirchen-Buer N,2224,Gelsenkirchen-Buer N,2224
Gelsenk.-Buer N,CITY,101,Gelsenkirchen-Buer N,2224,Gelsenkirchen-Hassel,2226
Gelsenk.-Buer S,CITY,101,Gelsenkirchen-Buer S,2225,Gelsenkirchen-Buer S,2225
Gelsenk.-Buer S,CITY,101,Gelsenkirchen-Buer S,2225,Gelsenkirchen Zoo,2223
Gelsenkirchen,CITY,101,Gelsenkirchen Hbf,118,Gelsenkirchen Hbf,118
Gelsenkirchen,CITY,101,Gelsenkirchen Hbf,118,Gelsenkirchen-Rotth.,2227
Gera,CITY,101,Gera Hbf,10125,Gera Hbf,10125
Gera,CITY,101,Gera Hbf,10125,Gera-Langenberg,11619
Gera,CITY,101,Gera Hbf,10125,Gera Süd,10126
Gera,CITY,101,Gera Hbf,10125,Gera-Zwötzen,11623
Germersheim,TARIF,1,Germersheim,376,Germersheim,376
Germersheim,TARIF,1,Germersheim,376,Germersheim Mitte/R.,2239
Germersheim,TARIF,1,Germersheim,376,Germersheim Süd/N.,2241
Gießen,CITY,101,Gießen,124,Gießen,124
Gießen,CITY,101,Gießen,124,Gießen Erdkaut Weg,1826
Gießen,CITY,101,Gießen,124,Gießen Licher Str,3674
Gießen,CITY,101,Gießen,124,Gießen-Oswaldsgart.,2269
Göppingen,CITY,101,Göppingen,127,Göppingen,127
Göttingen,CITY,101,Göttingen,128,Göttingen,128
Graben-Neudorf,TARIF,1,Graben-Neudorf,131,Graben-Neudorf,131
Graben-Neudorf,TARIF,1,Graben-Neudorf,131,Graben-Neudorf Nord,2345
Gräfenroda,TARIF,31,Gräfenroda,10137,Gräfenroda,10137
Greifswald,CITY,101,Greifswald,10139,Greifswald,10139
Greifswald,CITY,101,Greifswald,10139,Greifswald Süd,11694
Gütersloh,CITY,101,Gütersloh Hbf,2461,Gütersloh Hbf,2461
Gütersloh,CITY,101,Gütersloh Hbf,2461,Isselhorst-Avenwedde,3096
Hagen,CITY,101,Hagen Hbf,142,Dahl,1357
Hagen,CITY,101,Hagen Hbf,142,Hagen Hbf,142
Hagen,CITY,101,Hagen Hbf,142,Hagen-Heubing,2512
Hagen,CITY,101,Hagen Hbf,142,Hagen-Oberhagen,2514
Hagen,CITY,101,Hagen Hbf,142,Hagen-Vorhalle,977
Hagen,CITY,101,Hagen Hbf,142,Hagen-Wehringhausen,6712
Hagen,CITY,101,Hagen Hbf,142,Hagen-Westerbauer,4440
Hagen,CITY,101,Hagen Hbf,142,Hohenlimburg,2953
Hagen,CITY,101,Hagen Hbf,142,Rummenohl,5227
Halle(Saale),CITY,101,Halle(Saale)Hbf,10159,Angersdorf,11043
Halle(Saale),CITY,101,Halle(Saale)Hbf,10159,Halle(Saale)Hbf,10159
Halle(Saale),CITY,101,Halle(Saale)Hbf,10159,Halle-Ammendorf,10162
Halle(Saale),CITY,101,Halle(Saale)Hbf,10159,Halle Dessauer Br,10164
Halle(Saale),CITY,101,Halle(Saale)Hbf,10159,Halle Messe,10155
Halle(Saale),CITY,101,Halle(Saale)Hbf,10159,Halle-Neustadt,10160
Halle(Saale),CITY,101,Halle(Saale)Hbf,10159,Halle-Nietleben,11813
Halle(Saale),CITY,101,Halle(Saale)Hbf,10159,Halle Rosengarten,10165
Halle(Saale),CITY,101,Halle(Saale)Hbf,10159,Halle-Silberhöhe,13448
Halle(Saale),CITY,101,Halle(Saale)Hbf,10159,Halle Steintorbr,10180
Halle(Saale),CITY,101,Halle(Saale)Hbf,10159,Halle Südstadt,10190
Halle(Saale),CITY,101,Halle(Saale)Hbf,10159,Halle-Trotha,11814
Halle(Saale),CITY,101,Halle(Saale)Hbf,10159,Halle Wohnstadt Nord,10187
Halle(Saale),CITY,101,Halle(Saale)Hbf,10159,Halle Zoo,10200
Halle(Saale),CITY,101,Halle(Saale)Hbf,10159,Halle Zscherbener S,10197
Halle(Saale),CITY,101,Halle(Saale)Hbf,10159,Zscherben,13425
Hamburg,CITY,101,Hamburg-Sternschanze,146,Ahrensburg,446
Hamburg,CITY,101,Hamburg-Sternschanze,146,Ahrensburg-Gartenh.,480
Hamburg,CITY,101,Hamburg-Sternschanze,146,Halstenbek,2545
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Airport,2547
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Allermöhe,779
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Alte Wöhr,512
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Altona,2553
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Bahrenfeld,780
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Barmbek,805
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Bergedorf,2554
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Berliner Tor,908
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Billw.Moorfl,971
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Blankenese,1007
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Dammtor,2548
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Diebsteich,1438
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Eidelstedt,2555
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Elbbrücken,2551
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Elbgaustr.,1739
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Friedrichsb.,2106
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Hammerbrook,4266
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Hasselbrook,2628
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Hbf,2549
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Hochkamp,2873
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Hoheneichen,2946
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Holstenstr.,2550
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Iserbrook,3088
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Jungfernst.,3137
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Klein Flottb,3312
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Königstr.,6706
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Kornweg/Kl.B,3410
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Landungsbr.,3518
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Landwehr,3519
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Langenfelde,3541
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Mittl.Lanw.,4048
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Nettelnburg,4241
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Ohlsdorf,4661
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Othmarschen,4719
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Ottensen,2562
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Poppenb.,4862
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Rahlstedt,2558
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Reeperbahn,6705
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Rissen,5106
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Rothenb.Ort,5191
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Rübenkamp,5207
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Stadthausbr.,5663
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Stellingen,2559
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Sternschanze,146
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Sülldorf,5785
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Tiefstack,5870
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Tonndorf,6197
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg Wandsb.Chaus,6198
Hamburg,CITY,101,Hamburg-Sternschanze,146,Hamburg-Wellingsb.,6319
Hamburg,CITY,101,Hamburg-Sternschanze,146,Krupunder,3460
Hamburg,CITY,101,Hamburg-Sternschanze,146,Pinneberg,4819
Hamburg,CITY,101,Hamburg-Sternschanze,146,Prisdorf,4888
Hamburg,CITY,101,Hamburg-Sternschanze,146,Reinbek,5016
Hamburg,CITY,101,Hamburg-Sternschanze,146,Thesdorf,5858
Hamburg,CITY,101,Hamburg-Sternschanze,146,Wedel(Holst),6236
Hamburg,TARIF,71,Hamburg-Sternschanze,146,Hamburg-Altona,2553
Hamburg,TARIF,71,Hamburg-Sternschanze,146,Hamburg Dammtor,2548
Hamburg,TARIF,71,Hamburg-Sternschanze,146,Hamburg Hbf,2549
Hamburg,TARIF,71,Hamburg-Sternschanze,146,Hamburg Holstenstr.,2550
Hamburg,TARIF,71,Hamburg-Sternschanze,146,Hamburg Jungfernst.,3137
Hamburg,TARIF,71,Hamburg-Sternschanze,146,Hamburg Königstr.,6706
Hamburg,TARIF,71,Hamburg-Sternschanze,146,Hamburg Landungsbr.,3518
Hamburg,TARIF,71,Hamburg-Sternschanze,146,Hamburg Reeperbahn,6705
Hamburg,TARIF,71,Hamburg-Sternschanze,146,Hamburg Stadthausbr.,5663
Hamburg,TARIF,71,Hamburg-Sternschanze,146,Hamburg-Sternschanze,146
Hamburg-Harburg,CITY,101,Hamburg-Harburg,147,Ashausen,627
Hamburg-Harburg,CITY,101,Hamburg-Harburg,147,Hamburg-Fischbek,2556
Hamburg-Harburg,CITY,101,Hamburg-Harburg,147,Hamburg-Harburg,147
Hamburg-Harburg,CITY,101,Hamburg-Harburg,147,Hamburg-Harburg Rath,4267
Hamburg-Harburg,CITY,101,Hamburg-Harburg,147,Hamburg-Heimfeld,6749
Hamburg-Harburg,CITY,101,Hamburg-Harburg,147,Hamburg-Neugraben,2557
Hamburg-Harburg,CITY,101,Hamburg-Harburg,147,Hamburg Neuwiedenth.,6750
Hamburg-Harburg,CITY,101,Hamburg-Harburg,147,Hamburg-Veddel,6062
Hamburg-Harburg,CITY,101,Hamburg-Harburg,147,Hamburg-Wilhelmsburg,2561
Hamburg-Harburg,CITY,101,Hamburg-Harburg,147,Hittfeld,2864
Hamburg-Harburg,CITY,101,Hamburg-Harburg,147,Klecken,3309
Hamburg-Harburg,CITY,101,Hamburg-Harburg,147,Maschen,3906
Hamburg-Harburg,CITY,101,Hamburg-Harburg,147,Meckelfeld,3929
Hamburg-Harburg,CITY,101,Hamburg-Harburg,147,Neu Wulmstorf,4247
Hamburg-Harburg,CITY,101,Hamburg-Harburg,147,Stelle,5717
Hamburg-Harburg,TARIF,1,Hamburg-Harburg,147,Hamburg-Harburg,147
Hamburg-Harburg,TARIF,1,Hamburg-Harburg,147,Hamburg-Harburg Rath,4267
Hameln,CITY,101,Hameln,148,Hameln,148
Hamm(Westf),CITY,101,Hamm(Westf)Hbf,149,Hamm(Westf)Hbf,149
Hamm(Westf),CITY,101,Hamm(Westf)Hbf,149,Hamm-Bockum-Hövel,1045
Hamm(Westf),CITY,101,Hamm(Westf)Hbf,149,Hamm-Heessen,2680
Hanau,CITY,101,Hanau Hbf,150,Großauheim(Kr Hu),2400
Hanau,CITY,101,Hanau Hbf,150,Hanau Hbf,150
Hanau,CITY,101,Hanau Hbf,150,Hanau Klein-Auheim,3311
Hanau,CITY,101,Hanau Hbf,150,Hanau Nord,2572
Hanau,CITY,101,Hanau Hbf,150,Hanau West,2573
Hanau,CITY,101,Hanau Hbf,150,Hanau-Wilhelmsbad,2574
Hanau,CITY,101,Hanau Hbf,150,Steinheim(Main),5706
Hanau,CITY,101,Hanau Hbf,150,Wolfgang(Kr Hanau),6548
Hanau,TARIF,71,Hanau Hbf,150,Hanau Hbf,150
Hanau,TARIF,71,Hanau Hbf,150,Hanau Nord,2572
Hanau,TARIF,71,Hanau Hbf,150,Hanau West,2573
Hannover,CITY,101,Hannover Hbf,152,Hannover Ander.Misb.,578
Hannover,CITY,101,Hannover Hbf,152,Hannover Bismarckstr,2580
Hannover,CITY,101,Hannover Hbf,152,Hannover-Bornum,2581
Hannover,CITY,101,Hannover Hbf,152,Hannover Hbf,152
Hannover,CITY,101,Hannover Hbf,152,Hannover-Kleefeld,2584
Hannover,CITY,101,Hannover Hbf,152,Hannover-Ledeburg,2583
Hannover,CITY,101,Hannover Hbf,152,Hannover-Leinhausen,2585
Hannover,CITY,101,Hannover Hbf,152,Hannover-Linden/Fi.,2586
Hannover,CITY,101,Hannover Hbf,152,Hannover-Nordstadt,2576
Hannover,CITY,101,Hannover Hbf,152,Hannover-Vinnhorst,6089
Hannover,CITY,101,Hannover Hbf,152,Hannover Wiech-Allee,2591
Hannover,TARIF,71,Hannover Hbf,152,Hannover Bismarckstr,2580
Hannover,TARIF,71,Hannover Hbf,152,Hannover Hbf,152
Hannover,TARIF,71,Hannover Hbf,152,Hannover-Kleefeld,2584
Hannover,TARIF,71,Hannover Hbf,152,HannoverMesseLaatzen,3487
Hannover,TARIF,71,Hannover Hbf,152,Hannover-Nordstadt,2576
Hannover,TARIF,71,Hannover Hbf,152,Hannover Wiech-Allee,2591
Heidelberg,CITY,101,Heidelberg Hbf,156,Heidelb.K/Rohrbach,2686
Heidelberg,CITY,101,Heidelberg Hbf,156,Heidelb.Orthopädie,2684
Heidelberg,CITY,101,Heidelberg Hbf,156,Heidelb.P/Wieblingen,2687
Heidelberg,CITY,101,Heidelberg Hbf,156,Heidelb.Sch/Z.hausen,5366
Heidelberg,CITY,101,Heidelberg Hbf,156,Heidelb.-W/S.stadt,2681
Heidelberg,CITY,101,Heidelberg Hbf,156,Heidelberg-Altstadt,2685
Heidelberg,CITY,101,Heidelberg Hbf,156,Heidelberg Hbf,156
Heidenheim,TARIF,1,Heidenheim,2689,Heidenheim Voithwerk,2693
Heilbronn,CITY,101,Heilbronn Hbf,157,Heilbr.Finanz/Pfühl,2714
Heilbronn,CITY,101,Heilbronn Hbf,157,Heilbr.Harmon/Fried,2701
Heilbronn,CITY,101,Heilbronn Hbf,157,Heilbr.Indpl/H-R-Str,2723
Heilbronn,CITY,101,Heilbronn Hbf,157,Heilbr.NeckarT/Rath,2713
Heilbronn,CITY,101,Heilbronn Hbf,157,Heilbr.Thr/Techschul,2722
Heilbronn,CITY,101,Heilbronn Hbf,157,Heilbr-Böckingen BZ,2698
Heilbronn,CITY,101,Heilbronn Hbf,157,Heilbronn Hbf,157
Heilbronn,CITY,101,Heilbronn Hbf,157,Heilbronn Kaufland,2726
Heilbronn,CITY,101,Heilbronn Hbf,157,Heilbronn Sülmertor,2699
Heilbronn,CITY,101,Heilbronn Hbf,157,Heilbronn Trappensee,2700
Heilbronn,TARIF,71,Heilbronn Hbf,157,Heilbr.Finanz/Pfühl,2714
Heilbronn,TARIF,71,Heilbronn Hbf,157,Heilbr.Harmon/Fried,2701
Heilbronn,TARIF,71,Heilbronn Hbf,157,Heilbr.Indpl/H-R-Str,2723
Heilbronn,TARIF,71,Heilbronn Hbf,157,Heilbr.NeckarT/Rath,2713
Heilbronn,TARIF,71,Heilbronn Hbf,157,Heilbr.Thr/Techschul,2722
Heilbronn,TARIF,71,Heilbronn Hbf,157,Heilbr-Böckingen BZ,2698
Heilbronn,TARIF,71,Heilbronn Hbf,157,Heilbronn Hbf,157
Heilbronn,TARIF,71,Heilbronn Hbf,157,Heilbronn Kaufland,2726
Heilbronn,TARIF,71,Heilbronn Hbf,157,Heilbronn Sülmertor,2699
Heilbronn,TARIF,71,Heilbronn Hbf,157,Heilbronn Trappensee,2700
Heinsberg,TARIF,71,Heinsberg-Dremmen,1557,Heinsberg,2721
Heinsberg,TARIF,71,Heinsberg-Dremmen,1557,Heinsberg-Dremmen,1557
Heinsberg,TARIF,71,Heinsberg-Dremmen,1557,Heinsberg-Horst,2719
Heinsberg,TARIF,71,Heinsberg-Dremmen,1557,Heinsberg-Kreishaus,2725
Heinsberg,TARIF,71,Heinsberg-Dremmen,1557,Heinsberg-Oberbruch,4519
Heinsberg,TARIF,71,Heinsberg-Dremmen,1557,Heinsberg-Porselen,2720
Heinsberg,TARIF,71,Heinsberg-Dremmen,1557,Heinsberg-Randerath,2718
Herford,CITY,101,Herford,162,Herford,162
Herne,CITY,101,Herne,164,Herne,164
Herne,CITY,101,Herne,164,Herne-Börnig,2779
Herzberg(Harz),TARIF,31,Herzberg(Harz),166,Herzberg Schloß,2800
Hildesheim,CITY,101,Hildesheim Hbf,169,Hildesheim Hbf,169
Hildesheim,CITY,101,Hildesheim Hbf,169,Hildesheim Ost,2830
Ilmenau,TARIF,40,Ilmenau Pörl. Höhe,11935,Ilmenau,10178
Ilmenau,TARIF,40,Ilmenau Pörl. Höhe,11935,Ilmenau Bad,11931
Ilmenau,TARIF,40,Ilmenau Pörl. Höhe,11935,Ilmenau Pörl. Höhe,11935
Ilmenau,TARIF,40,Ilmenau Pörl. Höhe,11935,Ilmenau-Roda,11932
Immendingen,TARIF,1,Immendingen,182,Immendingen Mitte,3061
Immendingen,TARIF,1,Immendingen,182,Immendingen Zimmern,3066
Ingolstadt,CITY,101,Ingolstadt Hbf,183,Ingolstadt Audi,3074
Ingolstadt,CITY,101,Ingolstadt Hbf,183,Ingolstadt Hbf,183
Ingolstadt,CITY,101,Ingolstadt Hbf,183,Ingolstadt Nord,3076
Iserlohn,CITY,101,Iserlohn,186,Hennen,2754
Iserlohn,CITY,101,Iserlohn,186,Iserlohn,186
Iserlohn,CITY,101,Iserlohn,186,Iserlohnerheide,3090
Iserlohn,CITY,101,Iserlohn,186,Kalthof(Kr Iserlohn),3166
Iserlohn,CITY,101,Iserlohn,186,Letmathe,227
Iserlohn,CITY,101,Iserlohn,186,Letmathe Dechenh.,3657
Iserlohn,TARIF,31,Iserlohn,186,Iserlohn,186
Jena,CITY,101,Jena Saalbf,11058,Jena-Göschwitz,10133
Jena,CITY,101,Jena Saalbf,11058,Jena Paradies,11956
Jena,CITY,101,Jena Saalbf,11058,Jena Saalbf,11058
Jena,CITY,101,Jena Saalbf,11058,Jena West,11957
Jena,CITY,101,Jena Saalbf,11058,Jena-Zwätzen,11958
Jena,CITY,101,Jena Saalbf,11058,Neue Schenke,12443
Jena,TARIF,31,Jena Saalbf,11058,Jena Paradies,11956
Jena,TARIF,31,Jena Saalbf,11058,Jena Saalbf,11058
Jena,TARIF,31,Jena Saalbf,11058,Jena-Zwätzen,11958
Kahl(Main),TARIF,1,Kahl(Main),3143,Kahl(Main),3143
Kahl(Main),TARIF,1,Kahl(Main),3143,Kahl Kopp/Heide,3142
Kaiserslautern,CITY,101,Kaiserslautern Hbf,189,Einsiedlerhof,1720
Kaiserslautern,CITY,101,Kaiserslautern Hbf,189,Galgenschanze,2175
Kaiserslautern,CITY,101,Kaiserslautern Hbf,189,Kaiserslautern Hbf,189
Kaiserslautern,CITY,101,Kaiserslautern Hbf,189,Kaiserslautern Pfaff,3150
Kaiserslautern,CITY,101,Kaiserslautern Hbf,189,Kaiserslautern West,3151
Kaiserslautern,CITY,101,Kaiserslautern Hbf,189,Kennelgarten,3232
Kaiserslautern,CITY,101,Kaiserslautern Hbf,189,Vogelweh,6100
Karlsruhe,CITY,101,Karlsruhe Hbf,191,Grötzingen,381
Karlsruhe,CITY,101,Karlsruhe Hbf,191,Karlsruhe Albtal. S1,3180
Karlsruhe,CITY,101,Karlsruhe Hbf,191,Karlsruhe-Durlach,3184
Karlsruhe,CITY,101,Karlsruhe Hbf,191,Karlsruhe-Hagsfeld,3185
Karlsruhe,CITY,101,Karlsruhe Hbf,191,Karlsruhe Hbf,191
Karlsruhe,CITY,101,Karlsruhe Hbf,191,Karlsruhe-Knielingen,3186
Karlsruhe,CITY,101,Karlsruhe Hbf,191,Karlsruhe-Mühlburg,3187
Karlsruhe,CITY,101,Karlsruhe Hbf,191,Karlsruhe West,3183
Karlsruhe,CITY,101,Karlsruhe Hbf,191,Maxau,3917
Karlsruhe,TARIF,1,Karlsruhe Hbf,191,Grötzingen,381
Karlsruhe,TARIF,1,Karlsruhe Hbf,191,Karlsruhe Albtal. S1,3180
Karlsruhe,TARIF,1,Karlsruhe Hbf,191,Karlsruhe-Durlach,3184
Karlsruhe,TARIF,1,Karlsruhe Hbf,191,Karlsruhe-Hagsfeld,3185
Karlsruhe,TARIF,1,Karlsruhe Hbf,191,Karlsruhe Hbf,191
Karlsruhe,TARIF,1,Karlsruhe Hbf,191,Karlsruhe-Knielingen,3186
Karlsruhe,TARIF,1,Karlsruhe Hbf,191,Karlsruhe-Mühlburg,3187
Karlsruhe,TARIF,1,Karlsruhe Hbf,191,Karlsruhe West,3183
Karlsruhe,TARIF,1,Karlsruhe Hbf,191,Maxau,3917
Kassel,CITY,101,Kassel-Wilhelmshöhe,3200,Kassel-Harleshausen,3196
Kassel,CITY,101,Kassel-Wilhelmshöhe,3200,Kassel Hbf,193
Kassel,CITY,101,Kassel-Wilhelmshöhe,3200,Kassel-Jungfernkopf,3197
Kassel,CITY,101,Kassel-Wilhelmshöhe,3200,Kassel-Oberzwehren,3199
Kassel,CITY,101,Kassel-Wilhelmshöhe,3200,Kassel-Wilhelmshöhe,3200
Kassel,TARIF,61,Kassel-Wilhelmshöhe,3200,Kassel-Harleshausen,3196
Kassel,TARIF,61,Kassel-Wilhelmshöhe,3200,Kassel Hbf,193
Kassel,TARIF,61,Kassel-Wilhelmshöhe,3200,Kassel-Wilhelmshöhe,3200
Kempten(Allgäu),TARIF,31,Kempten(Allgäu)Hbf,197,Kempten(Allgäu)Hbf,197
Kempten(Allgäu),TARIF,31,Kempten(Allgäu)Hbf,197,Kempten(Allgäu)Ost,3230
Kempten(Allgäu),TARIF,31,Kempten(Allgäu)Hbf,197,St Mang,5653
Kiel,CITY,101,Kiel Hbf,199,Kiel-Ellerbek,3259
Kiel,CITY,101,Kiel Hbf,199,Kiel-Elmschenhagen,3477
Kiel,CITY,101,Kiel Hbf,199,Kiel-Hassee CITTI-P.,3474
Kiel,CITY,101,Kiel Hbf,199,Kiel Hbf,199
Kiel,CITY,101,Kiel Hbf,199,Kiel-Oppendorf,3260
Kiel,CITY,101,Kiel Hbf,199,Kiel-Russee,3253
Kiel,CITY,101,Kiel Hbf,199,Kiel Schulen Langsee,3251
Kiel,CITY,101,Kiel Hbf,199,Kronshagen,3479
Kiel,CITY,101,Kiel Hbf,199,Melsdorf,3960
Kiel,CITY,101,Kiel Hbf,199,Raisdorf,4924
Kiel,CITY,101,Kiel Hbf,199,Suchsdorf,5781
Koblenz,CITY,101,Koblenz Hbf,206,Koblenz-Ehrenbreit.,3351
Koblenz,CITY,101,Koblenz Hbf,206,Koblenz-Güls,2454
Koblenz,CITY,101,Koblenz Hbf,206,Koblenz Hbf,206
Koblenz,CITY,101,Koblenz Hbf,206,Koblenz-Lützel,3352
Koblenz,CITY,101,Koblenz Hbf,206,Koblenz-Moselweiß,3354
Koblenz,CITY,101,Koblenz Hbf,206,Koblenz Stadtmitte,3341
Koblenz,TARIF,31,Koblenz Hbf,206,Koblenz-Ehrenbreit.,3351
Koblenz,TARIF,31,Koblenz Hbf,206,Koblenz Hbf,206
Koblenz,TARIF,31,Koblenz Hbf,206,Koblenz-Lützel,3352
Koblenz,TARIF,31,Koblenz Hbf,206,Koblenz Stadtmitte,3341
Köln,CITY,101,Köln Hbf,207,Köln/Bonn Flughafen,3330
Köln,CITY,101,Köln Hbf,207,Köln Airport-Busin.,3370
Köln,CITY,101,Köln Hbf,207,Köln-Blumenberg,3359
Köln,CITY,101,Köln Hbf,207,Köln-Buchforst,3364
Köln,CITY,101,Köln Hbf,207,Köln-Chorweiler,3365
Köln,CITY,101,Köln Hbf,207,Köln-Chorweiler N,3366
Köln,CITY,101,Köln Hbf,207,Köln-Dellbrück,3367
Köln,CITY,101,Köln Hbf,207,Köln-Ehrenfeld,208
Köln,CITY,101,Köln Hbf,207,Köln Frankfurter St,3358
Köln,CITY,101,Köln Hbf,207,Köln Geldernstr/P.,3360
Köln,CITY,101,Köln Hbf,207,Köln Hansaring,3392
Köln,CITY,101,Köln Hbf,207,Köln Hbf,207
Köln,CITY,101,Köln Hbf,207,Köln-Holweide,3369
Köln,CITY,101,Köln Hbf,207,Köln-Longerich,3371
Köln,CITY,101,Köln Hbf,207,Köln Messe/Deutz,3368
Köln,CITY,101,Köln Hbf,207,Köln-Mülheim,209
Köln,CITY,101,Köln Hbf,207,Köln-Müngersdorf T,3375
Köln,CITY,101,Köln Hbf,207,Köln-Nippes,3372
Köln,CITY,101,Köln Hbf,207,Köln-Stammheim,3310
Köln,CITY,101,Köln Hbf,207,Köln Steinstraße,3379
Köln,CITY,101,Köln Hbf,207,Köln Süd,3361
Köln,CITY,101,Köln Hbf,207,Köln Trimbornstr,3320
Köln,CITY,101,Köln Hbf,207,Köln Volkhov.Weg,3362
Köln,CITY,101,Köln Hbf,207,Köln-Weiden West,3383
Köln,CITY,101,Köln Hbf,207,Köln West,3363
Köln,CITY,101,Köln Hbf,207,Köln-Worringen,3373
Köln,CITY,101,Köln Hbf,207,Lövenich,3732
Köln,CITY,101,Köln Hbf,207,Porz(Rhein),4869
Köln,CITY,101,Köln Hbf,207,Porz-Wahn,4873
Köln,TARIF,1,Köln Hbf,207,Köln Hansaring,3392
Köln,TARIF,1,Köln Hbf,207,Köln Hbf,207
Köln,TARIF,1,Köln Hbf,207,Köln Messe/Deutz,3368
Konstanz,CITY,101,Konstanz,3400,Konstanz,3400
Konstanz,CITY,101,Konstanz,3400,Konstanz-Fürstenb.,3404
Konstanz,CITY,101,Konstanz,3400,Konstanz-Petersh.,3401
