Von,IBNR,Nach,IBNR,Tarifkilometer,Bus,Außenherum,Ausschlussstrecke,Region
Garmisch-P.Hausberg,2188,Ulrichsbrücke-Füss,6753,52,,N,,79
Garmisch-P.Hausberg,2188,Untergrainau,5987,5,,N,,79
Garmisch-P.Hausberg,2188,Vils,6752,54,,N,,79
Garmisch-P.Hausberg,2188,Wertach-Haslach,6353,73,,N,,79
Garmisch-P.Hausberg,2188,Zollhaus-Petersthal,6670,79,,N,,79
Garmisch-Partenk.,2187,Bichlb. Almkopfbahn,6763,33,,N,,79
Garmisch-Partenk.,2187,Bichlbach-Berwang,6759,32,,N,,79
Garmisch-Partenk.,2187,Ehrwald Zugspitzbahn,6762,22,,N,,79
Garmisch-Partenk.,2187,Garmisch-P.Hausberg,2188,1,,N,,79
Garmisch-Partenk.,2187,Grafenaschau,2343,31,,N,,125
Garmisch-Partenk.,2187,Griesen(Oberbay),2371,14,,N,,79
Garmisch-Partenk.,2187,Hechendorf,2672,22,,N,,125
Garmisch-Partenk.,2187,Heiterwang-Plansee,6758,36,,N,,79
Garmisch-Partenk.,2187,Huglfing,3024,38,,N,,125
Garmisch-Partenk.,2187,Kainzenbad,3146,2,x,N,,120
Garmisch-Partenk.,2187,Kaltenbrunn(Oberbay),3162,7,x,N,,120
Garmisch-Partenk.,2187,Klais,3302,12,,N,,120
Garmisch-Partenk.,2187,Lähn,6760,29,,N,,79
Garmisch-Partenk.,2187,Lermoos,6761,25,,N,,79
Garmisch-Partenk.,2187,Maria Rain,3859,72,,N,,79
Garmisch-Partenk.,2187,Mittenwald,4043,18,,N,,120
Garmisch-Partenk.,2187,Mittenwald(Gr),4044,23,,N,,120
Garmisch-Partenk.,2187,Murnau,4185,25,,N,,125
Garmisch-Partenk.,2187,Murnau Ort,4186,26,,N,,125
Garmisch-Partenk.,2187,Musau,6754,51,,N,,79
Garmisch-Partenk.,2187,Nesselwang,4240,70,,N,,79
Garmisch-Partenk.,2187,Oberammergau,4503,48,,N,,125
Garmisch-Partenk.,2187,Oberau,4506,9,,N,,125
Garmisch-Partenk.,2187,Ohlstadt,4662,19,,N,,125
Garmisch-Partenk.,2187,Oy-Mittelberg,4742,76,,N,,79
Garmisch-Partenk.,2187,Pflach,6755,47,,N,,79
Garmisch-Partenk.,2187,Pfronten-Ried,4806,63,,N,,79
Garmisch-Partenk.,2187,Pfronten-Steinach,4807,61,,N,,79
Garmisch-Partenk.,2187,Pfronten-Weißbach,4809,65,,N,,79
Garmisch-Partenk.,2187,Polling,4857,43,,N,,125
Garmisch-Partenk.,2187,Reutte(Tirol),6756,45,,N,,79
Garmisch-Partenk.,2187,Reutte(Tirol)Schulz.,6757,44,,N,,79
Garmisch-Partenk.,2187,Saulgrub,5302,39,,N,,125
Garmisch-Partenk.,2187,Seeleiten-Berggeist,5506,29,,N,,125
Garmisch-Partenk.,2187,St Mang,5653,93,,N,,79
Garmisch-Partenk.,2187,Sulzberg,5802,88,,N,,79
Garmisch-Partenk.,2187,Uffing a Staffelsee,5948,31,,N,,125
Garmisch-Partenk.,2187,Ulrichsbrücke-Füss,6753,53,,N,,79
Garmisch-Partenk.,2187,Unterammergau,5975,45,,N,,125
Garmisch-Partenk.,2187,Untergrainau,5987,6,,N,,79
Garmisch-Partenk.,2187,Vils,6752,55,,N,,79
Garmisch-Partenk.,2187,Wertach-Haslach,6353,74,,N,,79
Garmisch-Partenk.,2187,Zollhaus-Petersthal,6670,80,,N,,79
Gars(Inn),2189,Grafing Bahnhof,2347,40,,N,,264
Gars(Inn),2189,Grafing Stadt,2348,38,,N,,264
Gars(Inn),2189,Gronsdorf,2383,61,,N,,264
Gars(Inn),2189,Großhelfendorf,2420,181,,A,,264
Gars(Inn),2189,Großhesselohe Isart,2422,144,,A,,264
Gars(Inn),2189,Großkarolinenfeld,2424,61,,A,,264
Gars(Inn),2189,Grub(Oberbay),2435,79,,N,,264
Gars(Inn),2189,Gündlkofen,2457,140,,A,,264
Gars(Inn),2189,Haar,2491,58,,N,,264
Gars(Inn),2189,Hallbergmoos,2534,92,,N,,264
Gars(Inn),2189,Hebertshausen,6189,150,,A,,264
Gars(Inn),2189,Heimstetten,2715,77,,N,,264
Gars(Inn),2189,Heufeld,2820,195,,A,,264
Gars(Inn),2189,Heufeldmühle,2821,193,,A,,264
Gars(Inn),2189,Hinrichssegen,2850,194,,A,,264
Gars(Inn),2189,Hohenbrunn,2940,174,,A,,264
Gars(Inn),2189,Höhenkirchen-Sbrunn,2894,178,,A,,264
Gars(Inn),2189,Hohenschäftlarn,2955,154,,A,,264
Gars(Inn),2189,Höllriegelskreuth,2899,147,,A,,264
Gars(Inn),2189,Holzkirchen,2980,170,,A,,264
Gars(Inn),2189,Hörlkofen,2912,94,,A,,264
Gars(Inn),2189,Icking,3039,159,,A,,264
Gars(Inn),2189,Ismaning,3092,82,,N,,264
Gars(Inn),2189,Jettenbach,3122,6,,N,,264
Gars(Inn),2189,Kirchseeon,3290,45,,N,,264
Gars(Inn),2189,Kleinberghofen,3317,172,,A,,264
Gars(Inn),2189,Kolbermoor,3397,203,,A,,264
Gars(Inn),2189,Kreuzstraße,3438,177,,A,,264
Gars(Inn),2189,Langenbach(Oberbay),3528,122,,A,,264
Gars(Inn),2189,Lohhof,3735,114,,A,,264
Gars(Inn),2189,Markt Indersdorf,3072,162,,A,,264
Gars(Inn),2189,Markt Schwaben,3879,86,,A,,264
Gars(Inn),2189,Marzling,3905,117,,A,,264
Gars(Inn),2189,Moosburg,4084,129,,A,,264
Gars(Inn),2189,München-Allach,4140,139,,A,,264
Gars(Inn),2189,München-Berg a Laim,4142,67,,N,,264
Gars(Inn),2189,München-Daglfing,4143,72,,N,,264
Gars(Inn),2189,München Donnersb.,4128,135,,A,,264
Gars(Inn),2189,München-Englschalk.,4144,73,,N,,264
Gars(Inn),2189,München-Fasanerie,4145,125,,A,,264
Gars(Inn),2189,München-Fasangarten,4146,161,,A,,264
Gars(Inn),2189,München-Feldmoching,4147,123,,A,,264
Gars(Inn),2189,München Flug Besuch,4167,98,,N,,264
Gars(Inn),2189,München Flughafen T,4168,100,,N,,264
Gars(Inn),2189,München-Giesing,4148,163,,A,,264
Gars(Inn),2189,München Hackerbr.,4129,136,,A,,264
Gars(Inn),2189,München Harras,4130,139,,A,,264
Gars(Inn),2189,München Heimeranpl.,5419,137,,A,,264
Gars(Inn),2189,München Hirschgart.,4179,134,,A,,264
Gars(Inn),2189,München-Johannesk.,4149,74,,N,,264
Gars(Inn),2189,München-Karlsfeld,4150,141,,A,,264
Gars(Inn),2189,München-Laim,4151,133,,A,,264
Gars(Inn),2189,München Leuchtenb.,4134,68,,N,,264
Gars(Inn),2189,München-Mittersend.,4154,140,,A,,264
Gars(Inn),2189,München-Moosach,4155,127,,A,,264
Gars(Inn),2189,München-Neuperl.S,6696,168,,A,,264
Gars(Inn),2189,München-Obermenzing,4157,136,,A,,264
Gars(Inn),2189,München-Pasing,4158,136,,A,,264
Gars(Inn),2189,München-Perlach,4159,167,,A,,264
Gars(Inn),2189,München-Riem,4160,71,,N,,264
Gars(Inn),2189,München Siemensw.,4137,142,,A,,264
Gars(Inn),2189,München-Solln,4161,143,,A,,264
Gars(Inn),2189,München St Martin.,4138,164,,A,,264
Gars(Inn),2189,München-Trudering,4162,64,,N,,264
Gars(Inn),2189,München-Untermenzin,4139,138,,A,,264
Gars(Inn),2189,Neubiberg,4252,170,,A,,264
Gars(Inn),2189,Neufahrn(b Freising),4279,107,,A,,264
Gars(Inn),2189,Niederroth,4404,158,,A,,264
Gars(Inn),2189,Oberschleißheim,4580,118,,A,,264
Gars(Inn),2189,Ostermünchen,4703,54,,A,,264
Gars(Inn),2189,Ottenhofen(Oberbay),4723,89,,A,,264
Gars(Inn),2189,Otterfing,4726,167,,A,,264
Gars(Inn),2189,Ottobrunn,4733,172,,A,,264
Gars(Inn),2189,Paindorf,4747,169,,A,,264
Gars(Inn),2189,Peiß,4761,183,,A,,264
Gars(Inn),2189,Petershausen(Obb),4775,165,,A,,264
Gars(Inn),2189,Pfaffenhofen(Ilm),4781,178,,A,,264
Gars(Inn),2189,Poing,4854,81,,N,,264
Gars(Inn),2189,Pullach,4899,145,,A,,264
Gars(Inn),2189,Pulling(b Freising),4900,108,,N,,264
Gars(Inn),2189,Ramerberg,4928,21,,N,,264
Gars(Inn),2189,Reichertshausen(Ilm),5008,172,,A,,264
Gars(Inn),2189,Röhrmoos,5127,156,,A,,264
Gars(Inn),2189,Rosenheim Aicherpark,5169,205,,A,,264
Gars(Inn),2189,Rosenheim Hochschule,5173,38,,N,,264
Gars(Inn),2189,Rott(Inn),5194,24,,N,,264
Gars(Inn),2189,Sauerlach,5299,160,,A,,264
Gars(Inn),2189,Schechen,5327,31,,N,,264
Gars(Inn),2189,Schwabhausen(b Dach),5442,155,,A,,264
Gars(Inn),2189,Schwindegg,5495,119,,A,,264
Gars(Inn),2189,Soyen,5614,9,,N,,264
Gars(Inn),2189,Steinhöring,5709,28,,N,,264
Gars(Inn),2189,St Koloman,5652,92,,A,,264
Gars(Inn),2189,Taufkirchen,5831,156,,A,,264
Gars(Inn),2189,Thann-Matzbach,5852,103,,A,,264
Gars(Inn),2189,Tulling,5924,26,,N,,264
Gars(Inn),2189,Unterföhring,5986,77,,N,,264
Gars(Inn),2189,Unterhaching,5991,158,,A,,264
Gars(Inn),2189,Unterschleißheim,6688,116,,A,,264
Gars(Inn),2189,Vaterstetten,6059,55,,N,,264
Gars(Inn),2189,Wächterhof,6131,176,,A,,264
Gars(Inn),2189,Waldkraiburg-Kraib,6164,12,,N,,264
Gars(Inn),2189,Walpertskirchen,6190,97,,A,,264
Gars(Inn),2189,Wasserburg(Inn)Bf,6220,15,,N,,264
Gars(Inn),2189,Weidenbach,6258,127,,A,,264
Gars(Inn),2189,Westerham,6366,184,,A,,264
Gars(Inn),2189,Wolfratshausen,6550,164,,A,,264
Gars(Inn),2189,Zorneding,6671,50,,N,,264
Gärtringen,2165,Gäufelden,2166,12,,N,,408
Gärtringen,2165,Goldberg(Württ),5201,11,,N,,408
Gärtringen,2165,Gültstein,2455,12,,N,,408
Gärtringen,2165,Herrenberg,2785,7,,N,,408
Gärtringen,2165,Herrenberg Zwerchweg,2786,10,,N,,408
Gärtringen,2165,Hulb,3022,8,,N,,408
Gärtringen,2165,Leinfelden,3622,23,,N,,408
Gärtringen,2165,Magstadt,3807,18,,N,,408
Gärtringen,2165,Maichingen,3808,15,,N,,408
Gärtringen,2165,Maichingen Nord,3834,16,,N,,408
Gärtringen,2165,Nufringen,4490,3,,N,,408
Gärtringen,2165,Oberaichen,4496,21,,N,,408
Gärtringen,2165,Pfäffingen,4778,21,,N,,408
Gärtringen,2165,Renningen Süd,5001,22,,N,,408
Gärtringen,2165,Sindelfingen,5574,11,,N,,408
Gärtringen,2165,Stuttgart Feuersee,6699,34,,N,,408
Gärtringen,2165,Stuttgart Flugh/Mess,5768,27,,N,,408
Gärtringen,2165,Stuttgart-Österfeld,5779,24,,N,,408
Gärtringen,2165,Stuttgart-Rohr,5773,19,,N,,408
Gärtringen,2165,Stuttgart Schwabstr.,6698,33,,N,,408
Gärtringen,2165,Stuttgart Stadtmitte,6700,35,,N,,408
Gärtringen,2165,Stuttgart Uni,6513,25,,N,,408
Gärtringen,2165,Stuttgart-Vaihingen,5776,20,,N,,408
Gärtringen,2165,Tübingen West,5916,27,,N,,408
Gärtringen,2165,Unterjesingen Mitte,6002,23,,N,,408
Gärtringen,2165,Unterjesingen Sand.,6003,24,,N,,408
Gatersleben,11599,Hedersleben-Wedderst,11838,4,,N,,1054
Gatersleben,11599,Nachterstedt-Hoym,12410,4,,N,,1054
Gatersleben,11599,Neinstedt,12423,28,,N,,1054
Gatersleben,11599,Thale Hbf,13112,32,,N,,1054
Gatersleben,11599,Thale Musestieg,13125,31,,N,,1054
Gau Algesheim,375,Bingen(Rhein) Stadt,976,9,,N,,88
Gau Algesheim,375,Bingen-Gaulsheim,975,5,,N,,88
Gau Algesheim,375,Budenheim,1237,14,,N,,88
Gau Algesheim,375,Heidesheim(Rheinh),2692,8,,N,,88
Gau Algesheim,375,Ingelheim,3075,3,,N,,88
Gau Algesheim,375,Mainz-Mombach,3821,18,,N,,88
Gau Algesheim,375,Ockenheim,4614,4,,N,,88
Gau Algesheim,375,Uhlerborn,5950,11,,N,,88
Gau Bickelheim,2191,Klein Winternheim-Ob,3316,25,,N,,156
Gau Bickelheim,2191,Mainz-Gonsenheim,3817,33,,N,,156
Gau Bickelheim,2191,Mainz-Marienborn,3820,28,,N,,156
Gau Bickelheim,2191,Mainz Waggonfabrik,6136,36,,N,,156
Gau Bickelheim,2191,Nieder Olm,4349,21,,N,,156
Gau Bickelheim,2191,Saulheim,4352,16,,N,,156
Gau Bickelheim,2191,Sprendlingen(Rheinh),5637,4,,N,,156
Gau Bickelheim,2191,Wallertheim,6183,2,,N,,156
Gau Bickelheim,2191,Welgesheim-Zotzenh.,6312,7,,N,,156
Gau Bickelheim,2191,Wörrstadt,6534,11,,N,,156
Gaubüttelbrunn,2195,Gerlachsheim,2243,16,,N,,92
Gaubüttelbrunn,2195,Geroldshausen,2251,9,,N,,92
Gaubüttelbrunn,2195,Gnötzheim,2295,54,,N,,92
Gaubüttelbrunn,2195,Goßmannsdorf,2333,36,,N,,92
Gaubüttelbrunn,2195,Grünsfeld,2447,11,,N,,92
Gaubüttelbrunn,2195,Kirchheim(Unterfr),3284,3,,N,,92
Gaubüttelbrunn,2195,Marktbreit,3881,47,,N,,92
Gaubüttelbrunn,2195,Obernbreit,4559,48,,N,,92
Gaubüttelbrunn,2195,Reichenberg(Unterfr),5002,14,,N,,92
Gaubüttelbrunn,2195,Uffenheim,5947,64,,N,,92
Gaubüttelbrunn,2195,Winterhausen,6488,33,,N,,92
Gaubüttelbrunn,2195,Wittighausen,6517,2,,N,,92
Gaubüttelbrunn,2195,Würzburg-Heidin.Ost,6580,26,,N,,92
Gaubüttelbrunn,2195,Würzburg Süd,6582,22,,N,,92
Gaubüttelbrunn,2195,Zimmern(Main-Tauber),6662,7,,N,,92
Gäufelden,2166,Goldberg(Württ),5201,23,,N,,408
Gäufelden,2166,Gültstein,2455,10,,N,,408
Gäufelden,2166,Herrenberg,2785,5,,N,,408
Gäufelden,2166,Herrenberg Zwerchweg,2786,8,,N,,408
Gäufelden,2166,Hulb,3022,20,,N,,408
Gäufelden,2166,Leinfelden,3622,35,,N,,408
Gäufelden,2166,Magstadt,3807,30,,N,,408
Gäufelden,2166,Maichingen,3808,27,,N,,408
Gäufelden,2166,Maichingen Nord,3834,28,,N,,408
Gäufelden,2166,Nufringen,4490,9,,N,,408
Gäufelden,2166,Oberaichen,4496,33,,N,,408
Gäufelden,2166,Pfäffingen,4778,19,,N,,408
Gäufelden,2166,Renningen Süd,5001,34,,N,,408
Gäufelden,2166,Sindelfingen,5574,23,,N,,408
Gäufelden,2166,Stuttgart Feuersee,6699,46,,N,,408
Gäufelden,2166,Stuttgart Flugh/Mess,5768,39,,N,,408
Gäufelden,2166,Stuttgart-Österfeld,5779,36,,N,,408
Gäufelden,2166,Stuttgart-Rohr,5773,31,,N,,408
Gäufelden,2166,Stuttgart Schwabstr.,6698,45,,N,,408
Gäufelden,2166,Stuttgart Stadtmitte,6700,47,,N,,408
Gäufelden,2166,Stuttgart Uni,6513,37,,N,,408
Gäufelden,2166,Stuttgart-Vaihingen,5776,32,,N,,408
Gäufelden,2166,Tübingen West,5916,25,,N,,408
Gäufelden,2166,Unterjesingen Mitte,6002,21,,N,,408
Gäufelden,2166,Unterjesingen Sand.,6003,22,,N,,408
Gausbach,2197,Bad Rotenfels Bf,5183,17,,N,,198
Gausbach,2197,Bad Rotenfels Schl.,5186,18,,N,,198
Gausbach,2197,Bad Rotenfels Weinbr,5187,16,,N,,198
Gausbach,2197,Gaggenau Mercedes-B.,6733,14,,N,,198
Gausbach,2197,Gernsbach Bf,2248,10,,N,,198
Gausbach,2197,Gernsbach Mitte,2250,8,,N,,198
Gausbach,2197,Heselbach,2808,19,,N,,198
Gausbach,2197,Hilpertsau,2837,6,,N,,198
Gausbach,2197,Hörden,2910,12,,N,,198
Gausbach,2197,Huzenbach,3034,14,,N,,198
Gausbach,2197,Kirschbaumwasen,3289,8,,N,,198
Gausbach,2197,Klosterreichenbach,3343,21,,N,,198
Gausbach,2197,Kuppenheim,3480,22,,N,,198
Gausbach,2197,Langenbrand,3532,2,,N,,198
Gausbach,2197,Obertsrot,4594,7,,N,,198
Gausbach,2197,Ottenau,4722,13,,N,,198
Gausbach,2197,Rastatt Beinle,4944,25,,N,,198
Gausbach,2197,Raumünzach,4961,5,,N,,198
Gausbach,2197,Röt,5135,17,,N,,198
Gausbach,2197,Schönmünzach,5409,11,,N,,198
Gausbach,2197,Schwarzenberg,6715,12,,N,,198
Gausbach,2197,Weisenbach,6291,5,,N,,198
Gauselfingen,2199,Engstingen,3322,26,,N,,399
Gauselfingen,2199,Engstingen Schulzen.,3335,24,,N,,399
Gauselfingen,2199,Gerhausen,2242,76,,N,,399
Gauselfingen,2199,Gomadingen,2361,35,,N,,399
Gauselfingen,2199,Haidkapelle,2525,22,,N,,399
Gauselfingen,2199,Haigerloch,2522,39,,N,,399
Gauselfingen,2199,Hanfertal,2577,28,,N,,399
Gauselfingen,2199,Hausen i Tal,2656,92,,A,,399
Gauselfingen,2199,Hausen-Starzeln,2603,8,,N,,399
Gauselfingen,2199,Hechingen,2673,20,,N,,399
Gauselfingen,2199,Hermentingen,2777,14,,N,,399
Gauselfingen,2199,Herrlingen,2789,84,,N,,399
Gauselfingen,2199,Hettingen(Hohenz),2818,12,,N,,399
Gauselfingen,2199,Hochdorf(Riß),2870,150,,A,,399
Gauselfingen,2199,Hütten,3017,61,,N,,399
Gauselfingen,2199,Inzigkofen,6729,78,,A,,399
Gauselfingen,2199,Jungingen(Hohenz),3134,12,,N,,399
Gauselfingen,2199,Jungnau,3138,23,,N,,399
Gauselfingen,2199,Kiebingen,3248,65,,A,,399
Gauselfingen,2199,Killer,3261,10,,N,,399
Gauselfingen,2199,Kohlstetten,3405,30,,N,,399
Gauselfingen,2199,Laupheim Stadt,3591,176,,A,,399
Gauselfingen,2199,Laupheim West,3592,174,,A,,399
Gauselfingen,2199,Mägerkingen,3805,12,,N,,399
Gauselfingen,2199,Marbach(b Münsing.),3861,38,,N,,399
Gauselfingen,2199,Marbach-Grafeneck,3851,39,,N,,399
Gauselfingen,2199,Mössingen,4070,29,,N,,399
Gauselfingen,2199,Mühlen(b Horb),4104,54,,N,,399
Gauselfingen,2199,Mühlheim(b Tuttl),4111,107,,A,,399
Gauselfingen,2199,Mühringen,4069,45,,N,,399
Gauselfingen,2199,Munderkingen,4182,91,,A,,399
Gauselfingen,2199,Münsingen,4170,45,,N,,399
Gauselfingen,2199,Nehren,4229,32,,N,,399
Gauselfingen,2199,Nendingen(b Tuttl),4235,110,,A,,399
Gauselfingen,2199,Neufra(Hohenz),4281,3,,N,,399
Gauselfingen,2199,Offenhausen,4602,33,,N,,399
Gauselfingen,2199,Orsenhausen-Bußm.,4684,186,,A,,399
Gauselfingen,2199,Rangendingen,4943,27,,N,,399
Gauselfingen,2199,Rechtenstein,4968,98,,A,,399
Gauselfingen,2199,Riedlingen,5087,112,,A,,399
Gauselfingen,2199,Rot(b Laupheim),5180,184,,A,,399
Gauselfingen,2199,Rottenacker,5195,87,,A,,399
Gauselfingen,2199,Rottenburg(Neckar),5197,62,,A,,399
Gauselfingen,2199,Schelklingen,5333,69,,N,,399
Gauselfingen,2199,Schemmerberg,5334,169,,A,,399
Gauselfingen,2199,Schlatt(Hohenz),5358,15,,N,,399
Gauselfingen,2199,Schmiechen,5379,71,,N,,399
Gauselfingen,2199,Schwendi,5487,190,,A,,399
Gauselfingen,2199,Sondernach,5601,60,,N,,399
Gauselfingen,2199,Stetten(Donau),5723,108,,A,,399
Gauselfingen,2199,Stetten(Haigerloch),5728,36,,N,,399
Gauselfingen,2199,Storzingen,5747,69,,A,,399
Gauselfingen,2199,Straßberg-Winterl.,5750,61,,A,,399
Gauselfingen,2199,Thiergarten(Hohenz),5860,85,,A,,399
Gauselfingen,2199,Trochtelfingen,5914,15,,N,,399
Gauselfingen,2199,Trochtelfingen Alb,5915,17,,N,,399
Gauselfingen,2199,Tübingen-Derending.,5917,43,,N,,399
Gauselfingen,2199,Tuttlingen Nord,5926,114,,A,,399
Gauselfingen,2199,Tuttlingen Zentrum,5936,115,,A,,399
Gauselfingen,2199,Ulm-Donautal,5954,193,,A,,399
Gauselfingen,2199,Ulm-Söflingen,5955,89,,N,,399
Gauselfingen,2199,Ummendorf,5960,155,,A,,399
Gauselfingen,2199,Veringendorf,6074,20,,N,,399
Gauselfingen,2199,Veringenstadt,6075,17,,N,,399
Gauselfingen,2199,Warthausen,6212,162,,A,,399
Gauting,2198,Geisenbrunn,2210,21,,N,,91
Gauting,2198,Germering-Unterpfaff,6006,17,,N,,91
Gauting,2198,Gilching-Argelsried,2275,23,,N,,91
Gauting,2198,Gräfelfing,2339,7,,N,,91
Gauting,2198,Harthaus,2610,15,,N,,91
Gauting,2198,Herrsching,2792,40,,N,,91
Gauting,2198,Iffeldorf,5672,38,,N,,91
Gauting,2198,Kochel,3355,56,,N,,91
Gauting,2198,Lochham,3720,8,,N,,91
Gauting,2198,München-Freiham,4181,13,,N,,91
Gauting,2198,München-Neuaubing,4156,12,,N,,91
Gauting,2198,München-Pasing,4158,12,,N,,91
Gauting,2198,München-Westkreuz,4163,10,,N,,91
Gauting,2198,Neugilching,4249,24,,N,,91
Gauting,2198,Penzberg,4767,43,,N,,91
Gauting,2198,Planegg,4827,5,,N,,91
Gauting,2198,Possenhofen,4874,14,,N,,91
Gauting,2198,Seefeld-Hechendorf,5504,35,,N,,91
Gauting,2198,Seeshaupt,5508,32,,N,,91
Gauting,2198,Starnberg,5676,9,,N,,91
Gauting,2198,Starnberg Nord,5675,8,,N,,91
Gauting,2198,Steinebach,5699,32,,N,,91
Gauting,2198,Stockdorf,5735,3,,N,,91
Gauting,2198,Tutzing,5927,21,,N,,91
Gauting,2198,Weßling(Oberbay),6359,28,,N,,91
Gauting,2198,Wilzhofen,6462,30,,N,,91
Gebra(Hainleite),11602,Gernrode-N.erorschel,12492,14,,N,,1318
Gebra(Hainleite),11602,Glückauf,11643,22,,N,,1318
Gebra(Hainleite),11602,Großfurra,11750,20,,N,,1318
Gebra(Hainleite),11602,Hausen(Eichsfeld),11834,17,,N,,1318
Gebra(Hainleite),11602,Kleinfurra,12033,16,,N,,1318
Gebra(Hainleite),11602,Nohra(Wipper),12512,10,,N,,1318
Gebra(Hainleite),11602,Sollstedt,13004,4,,N,,1318
Gebra(Hainleite),11602,Werther,13291,16,,N,,1318
Gebra(Hainleite),11602,Wipperdorf,13318,7,,N,,1318
Geeste,2203,Haren(Ems),2598,22,,N,,334
Geeste,2203,Ihrhove,3051,67,,N,,334
Geeste,2203,Lathen,3563,31,,N,,334
Geeste,2203,Leschede,3656,23,,N,,334
Geeste,2203,Lingen(Ems),3701,9,,N,,334
Geeste,2203,Meppen,3978,11,,N,,334
Geeste,2203,Neuenhaus,4262,74,,N,,334
Geeste,2203,Neuenhaus Süd,4261,72,,N,,334
Geeste,2203,Nordhorn,4467,64,,N,,334
Geeste,2203,Nordhorn-Blanke,4465,62,,N,,334
Geeste,2203,Papenburg(Ems),4751,58,,N,,334
Geeste,2203,Quendorf,4912,50,,N,,334
Geeste,2203,Salzbergen,5262,32,,N,,334
Geeste,2203,Schüttorf,5436,41,,N,,334
Geestenseth,2202,Hamburg-Fischbek,2556,69,,N,,126
Geestenseth,2202,Hamburg-Harburg Rath,4267,81,,N,,126
Geestenseth,2202,Hamburg-Heimfeld,6749,79,,N,,126
Geestenseth,2202,Hamburg-Neugraben,2557,71,,N,,126
Geestenseth,2202,Hamburg Neuwiedenth.,6750,73,,N,,126
Geestenseth,2202,Harsefeld,2608,45,,N,,126
Geestenseth,2202,Heinschenwalde,2728,8,,N,,126
Geestenseth,2202,Hesedorf,2809,24,,N,,126
Geestenseth,2202,Horneburg,3002,69,,N,,126
Geestenseth,2202,Kutenholz,3439,32,,N,,126
Geestenseth,2202,Loxstedt,3760,23,,N,,126
Geestenseth,2202,Lübberstedt,3773,42,,N,,126
Geestenseth,2202,Lunestedt,3799,29,,N,,126
Geestenseth,2202,Neukloster(Kr Stade),4302,64,,N,,126
Geestenseth,2202,Neu Wulmstorf,4247,67,,N,,126
Geestenseth,2202,Oerel,4618,12,,N,,126
Geestenseth,2202,Oldenbüttel,4668,49,,N,,126
Geestenseth,2202,Osterholz-Scharmbeck,4702,56,,N,,126
Geestenseth,2202,Ritterhude,5107,61,,N,,126
Geestenseth,2202,Ruschwedel,5233,49,,N,,126
Geestenseth,2202,Sellstedt,5524,9,,N,,126
Geestenseth,2202,Stubben,5763,35,,N,,126
Geestenseth,2202,Wehdel,6248,3,,N,,126
Geestgottberg,10121,Eichstedt(Altm),11460,35,,N,,1132
Geestgottberg,10121,Goldbeck(Osterburg),11665,30,,N,,1132
Geestgottberg,10121,Osterburg,12568,19,,N,,1132
Geestgottberg,10121,Seehausen(Altm),12967,8,,N,,1132
Geestgottberg,10121,Stendal Hochschule,13045,42,,N,,1132
Geestgottberg,10121,Stendal-Stadtsee,10335,43,,N,,1132
Geigant,2205,Bad Kötzting,3393,37,,N,,407
Geigant,2205,Grafenwiesen,2352,44,,N,,407
Geigant,2205,Grub(Oberpf),2436,4,,N,,407
Geigant,2205,Hohenwarth,2960,52,,N,,407
Geigant,2205,Hohenwarth Campingpl,2961,50,,N,,407
Geigant,2205,Kothmaißling,3413,21,,N,,407
Geigant,2205,Lam,3496,62,,N,,407
Geigant,2205,Miltach,4026,29,,N,,407
Geigant,2205,Neubäu,4250,33,,N,,407
Geigant,2205,Pösing,4849,23,,N,,407
Geigant,2205,Roding,5121,26,,N,,407
Geigant,2205,Waffenbrunn,6134,8,,N,,407
Geigant,2205,Waldmünchen,6163,8,,N,,407
Geigant,2205,Watzelsteg,6228,47,,N,,407
Geigant,2205,Weiding,6264,25,,N,,407
Geigant,2205,Willmering,6455,10,,N,,407
Geigant,2205,Zellerthal,6645,40,,N,,407
Geigant,2205,Zillendorf,6660,3,,N,,407
Geilenkirchen,2206,Heinsberg,2721,19,,N,,299
Geilenkirchen,2206,Heinsberg-Horst,2719,11,,N,,299
Geilenkirchen,2206,Heinsberg-Kreishaus,2725,18,,N,,299
Geilenkirchen,2206,Heinsberg-Oberbruch,4519,16,,N,,299
Geilenkirchen,2206,Heinsberg-Porselen,2720,13,,N,,299
Geilenkirchen,2206,Heinsberg-Randerath,2718,10,,N,,299
Geilenkirchen,2206,Herrath,2784,24,,N,,299
Geilenkirchen,2206,Herzogenrath,2806,12,,N,,299
Geilenkirchen,2206,Herzogenrath(Gr),2807,13,,N,,299
Geilenkirchen,2206,Herzogenrath-A-Merk.,2804,15,,N,,299
Geilenkirchen,2206,Herzogenrath-Aug-S-P,2816,16,,N,,299
Geilenkirchen,2206,Kohlscheid,3395,16,,N,,299
Geilenkirchen,2206,Langerwehe,3553,45,,N,,299
Geilenkirchen,2206,Lindern,3697,7,,N,,299
Geilenkirchen,2206,Stolberg-Altstadt,5741,38,,N,,299
Geilenkirchen,2206,Stolberg-MühlenerBf,5745,36,,N,,299
Geilenkirchen,2206,Stolberg-Rathaus,5743,37,,N,,299
Geilenkirchen,2206,Stolberg-Schneidmü,5744,35,,N,,299
Geilenkirchen,2206,Übach-Palenberg,5935,5,,N,,299
Geilenkirchen,2206,Wickrath,6391,29,,N,,299
Geilenkirchen,2206,Würselen-Merzbrück,6579,29,,N,,299
Geilhausen,2207,Hachenburg,2494,27,,N,,257
