Von,IBNR,Nach,IBNR,Tarifkilometer,Wegetext
Gifhorn,185,Neuenmarkt-Wirsberg,267,598,H*MD*JS*NMW
Gifhorn,185,Neukieritzsch,10243,264,BS*MD*HAL*L
Gifhorn,185,Neukirchen(b Sulzb),269,567,H*(FD/KS*F)*N
Gifhorn,185,Neumark(Sachs),10244,325,BS*MD*HAL*WDA
Gifhorn,185,Neumünster,271,237,UE*HH*(OD/ELMS)*NMS
Gifhorn,185,Neunkirchen(Saar)Hbf,272,613,H*(FD/MR)*F*MA*HOM
Gifhorn,185,Neuruppin West,10246,241,SDL*GEES*WBE
Gifhorn,185,Neuss Hbf,274,357,H*(HA/OS)*D
Gifhorn,185,Neustadt(Dosse),10248,199,SDL*GEES*WBE
Gifhorn,185,Neustadt(Weinstr)Hbf,275,530,H*GOE*(FD/GI)*MA*NW
Gifhorn,185,Neustrelitz Hbf,10250,322,SDL*B*NZ
Gifhorn,185,Neuwied,276,449,H*(HA/OS)*K
Gifhorn,185,Nidda,277,405,H*(FD/KS)*GI
Gifhorn,185,Niederlahnstein,278,472,H*(BI/DU)*KO
Gifhorn,185,Nienburg(Weser),279,113,GF*H*NI
Gifhorn,185,Norden,800,337,H*HB*LER
Gifhorn,185,Nordhausen,10256,218,H*ELZE*(WALK/EICH)*NDH
Gifhorn,185,Nordstemmen,282,84,GF*H*NST
Gifhorn,185,Northeim(Han),283,147,H*ELZE*KREI
Gifhorn,185,Nürnberg Hbf,284,521,H*(FD/KS*F)*N
Gifhorn,185,Oberhausen Hbf,286,317,H*(DO/OS)*OB
Gifhorn,185,Oebisfelde,10261,32,GF*OEB
Gifhorn,185,Offenburg,290,627,H*GOE*F*KA*OG
Gifhorn,185,Oldenburg(Holst),4669,240,UE*LG*(HAR*HH*OD/BUE)*HL*OLD
Gifhorn,185,Oldenburg(Oldb)Hbf,291,226,H*WUNS*NI*HB
Gifhorn,185,Osnabrück Hbf,294,191,H*WUNS*HF*OS
Gifhorn,185,Osterburken,295,497,H*(GOE/KS*F)*WUE
Gifhorn,185,Paderborn Hbf,297,189,H*(KREI/MI)*PB
Gifhorn,185,Pasewalk,10268,347,SDL*B*PW
Gifhorn,185,Passau Hbf,298,741,H*(BEB/F)*N*PA
Gifhorn,185,Pforzheim Hbf,299,586,H*(WUE/MA)*PF
Gifhorn,185,Pirna,10272,374,BS*(B/L)*DD
Gifhorn,185,Plattling,301,688,H*(BEB/F)*N*PLAT
Gifhorn,185,Plaue(Thür),10274,357,H*BEB*GTH
Gifhorn,185,Plochingen,302,636,H*(WUE/KA)*PLO
Gifhorn,185,Potsdam Hbf,12666,229,BS*MD*P
Gifhorn,185,Potsdam Pirschheide,10279,236,BS*MD*P
Gifhorn,185,Prenzlau,10282,377,BS*MD*BWA*B
Gifhorn,185,Priemerburg,10284,287,UE*(HL/SN)*GUE
Gifhorn,185,Probstzella,10288,402,BS*L*JS*PRO
Gifhorn,185,Puttgarden,4903,280,UE*LG*(HH/BUE)*HL*PUTT
Gifhorn,185,Rastatt,306,578,H*(FD/KS*MR)*F*KA
Gifhorn,185,Recklinghausen Hbf,307,298,H*(DO/OS)*RE
Gifhorn,185,Regensburg Hbf,309,622,H*(BEB/F)*N*R
Gifhorn,185,Remagen,310,428,H*(BI/OS)*K*BN
Gifhorn,185,Rendsburg,312,273,UE*HH*(OD/ELMS)*NMS
Gifhorn,185,Renningen,313,641,H*(N/MA)*S
Gifhorn,185,Reutlingen Hbf,314,670,H*(WUE/KA)*PLO
Gifhorn,185,Rheda-Wiedenbrück,315,194,H*MI*BI
Gifhorn,185,Rheine,316,239,H*OS*RHEI
Gifhorn,185,Rheinhausen,317,329,H*(DO/OS)*DU
Gifhorn,185,Rheydt Hbf,318,371,H*(HA/OS)*MG
Gifhorn,185,Riesa,10297,303,BS*MD*L*RIE
Gifhorn,185,Röblingen am See,10299,226,BS*MD*HAL
Gifhorn,185,Rödermark-Ob.Roden,285,436,H*(GOE/KS*MR)*F
Gifhorn,185,Rohrbach(Saar),319,614,H*(FD/MR)*F*MA*HOM
Gifhorn,185,Ronneburg(Thür),10301,322,BS*MD*HAL*L
Gifhorn,185,Rosenheim,320,759,H*(MD*JS/MA)*M*RO
Gifhorn,185,Roßlau(Elbe),10302,168,BS*MD*RSL
Gifhorn,185,Rostock Hbf,10304,300,UE*(HL/SN)*HRO
Gifhorn,185,Rotenburg(Wümme),321,172,GF*H*ROW
Gifhorn,185,Rottenbach,10305,348,BS*(MD/EF)*SLF
Gifhorn,185,Rottweil,322,725,H*(WUE/MA)*HOR
Gifhorn,185,Rudolstadt(Thür),10306,321,BS*MD*HAL*JS
Gifhorn,185,Ruhland,10308,355,BS*MD*L*ELW
Gifhorn,185,Saalfeld(Saale),10309,331,BS*(MD/EF)*SLF
Gifhorn,185,Saarbrücken Hbf,323,631,H*(FD/DU)*SB
Gifhorn,185,Salzburg Hbf,5263,848,H*(MD*JS/MA)*SALZ
Gifhorn,185,Salzgitter-Ringelh.,325,60,GF*BS*SZRI
Gifhorn,185,Salzwedel,10310,152,GF*SDL*SAW
Gifhorn,185,Sandersleben(Anh),10311,173,BS*MD*GUS
Gifhorn,185,Sangerhausen,10312,256,H*ELZE*(WALK/EICH)*NDH
Gifhorn,185,Schifferstadt,326,512,H*(GOE/KS*MR)*F*MA
Gifhorn,185,Schöna(Gr),10316,408,BS*MD*L*BSU
Gifhorn,185,Schönebeck(Elbe),10318,128,BS*(OEB/EILS)*MD
Gifhorn,185,Schönefeld (b.Bln.),10109,283,BS*MD*BRB*B*BSFL
Gifhorn,185,Schwäb.Hall-Hessent,330,583,H*GOE*WUE*CR
Gifhorn,185,Schwäbisch Gmünd,329,665,H*(N/MA)*S
Gifhorn,185,Schwerin Hbf,10324,212,UE*(HL/LWL)*SN
Gifhorn,185,Senftenberg,10327,367,BS*MD*L*ELW
Gifhorn,185,Siegburg/Bonn,5556,398,H*(HA/OS)*K
Gifhorn,185,Sömmerda,10328,255,BS*(MD/NDH)*SGH*BRE
Gifhorn,185,Sondershausen,10329,238,H*ELZE*(WALK/EICH)*NDH
Gifhorn,185,Sonneberg(Thür)Hbf,13008,596,H*(L/N)*LIF
Gifhorn,185,St Egidien,10331,349,BS*MD*HAL*WDA
Gifhorn,185,Stendal Hbf,10334,94,GF*SDL
Gifhorn,185,Stralsund Hbf,10338,389,SDL*(SN/B)*HST
Gifhorn,185,Suhl,10345,371,H*(NDH/BEB)*WHSN
Gifhorn,185,Tantow(Gr),10346,389,BS*MD*BWA*B
Gifhorn,185,Themar,10350,375,H*(NDH/BEB)*WHSN
Gifhorn,185,Triptis,10352,339,BS*MD*HAL*G
Gifhorn,185,Vaihingen(Enz),6053,601,H*(WUE/MA)*BIET
Gifhorn,185,Vienenburg,364,69,GF*VIEN
Gifhorn,185,Walkenried,6172,198,H*ELZE*KREI
Gifhorn,185,Wallau(Lahn),187,376,H*(GOE/BI)*MR
Gifhorn,185,Wanne-Eickel Hbf,192,292,H*BI*DO*WAN
Gifhorn,185,Warburg(Westf),196,208,H*(HM/BI)*WAR
Gifhorn,185,Waren(Müritz),10361,412,BS*MD*B*NZ
Gifhorn,185,Weiden(Oberpf),204,619,H*(FD/KS*F)*N
Gifhorn,185,Weilburg,218,406,H*(FD/KS)*GI
Gifhorn,185,Weilheim(Oberbay),220,744,H*(MD*JS/MA)*WM
Gifhorn,185,Weimar,10366,286,BS*MD*HAL*NMB
Gifhorn,185,Weißenfels,10368,231,BS*MD*HAL
Gifhorn,185,Werdau,10372,317,BS*MD*HAL*WDA
Gifhorn,185,Werder(Havel),10373,219,BS*MD*BRB
Gifhorn,185,Wernshausen,10375,335,H*(NDH/BEB)*WHSN
Gifhorn,185,Wertheim,231,476,H*GOE*FD*(GEM/HU)*AB
Gifhorn,185,Wesel,242,344,H*(DO/OS)*OB
Gifhorn,185,Westerburg,245,465,H*(FD*F/ALT*KS)*LM
Gifhorn,185,Westerland(Sylt),6369,396,UE*HH*HEI*WEST
Gifhorn,185,Wiesbaden-Biebrich,288,457,H*(FD/MR)*WI
Gifhorn,185,Wiesbaden Hbf,250,453,H*(FD/MR)*WI
Gifhorn,185,Wittenberge,10382,148,SDL*GEES*WBE
Gifhorn,185,Witten Hbf,251,284,H*(BI/OS)*DO
Gifhorn,185,Wolfenbüttel,255,41,GF*WF
Gifhorn,185,Wolfsburg Hbf,6552,17,GF*WOB
Gifhorn,185,Worms Hbf,257,472,H*(FD/MZ)*WO
Gifhorn,185,Wörth(Rhein),254,568,H*(FD/KS*MR)*F*KA
Gifhorn,185,Wriezen,10386,344,BS*MD*BWA*B
Gifhorn,185,Wunstorf,268,79,GF*WUNS
Gifhorn,185,Wuppertal Hbf,266,327,H*MI*(BI/OS)*HA*W
Gifhorn,185,Würzburg Hbf,260,418,H*(GOE/KS*F)*WUE
Gifhorn,185,Wustermark,10389,169,GF*SDL*WUM
Gifhorn,185,Zeitz,10390,262,BS*MD*HAL
Gifhorn,185,Zella-Mehlis,10391,365,BS*(HAL/GOE)*EF
Gifhorn,185,Zittau,10393,497,SDL*(B/HAL)*RIE
Gifhorn,185,Zossen,10395,305,BS*MD*BRB*B*BSFL
Gifhorn,185,Zwickau(Sachs)Hbf,10397,326,BS*MD*HAL*WDA
Gladbeck West,125,Aachen Süd(Gr),403,148,BOT*(DU*KR*MG/LBG*K*DN)*AC
Gladbeck West,125,Altenburg,10003,581,BOT*(H/EF)*L
Gladbeck West,125,Arnsdorf(Dresden),10006,678,BOT*(SDL/EF)*RIE
Gladbeck West,125,Aschersleben,10009,468,BOT*DO*H*GUS
Gladbeck West,125,Aue(Sachs),10010,652,BOT*(SDL/NDH)*WDA
Gladbeck West,125,Bad Bentheim(Gr),151,139,MS*RHEI
Gladbeck West,125,Baden-Baden,774,442,BOT*K*(F/WO)*KA*BAD
Gladbeck West,125,Bad Kleinen,10018,485,MS*OS*HB*HL
Gladbeck West,125,Bad Langensalza,10020,394,BOT*(BI/HA)*EICH
Gladbeck West,125,Bad Schandau,10022,696,BOT*(H/EF)*BSU
Gladbeck West,125,Baunatal-Guntershaus,140,285,BOT*(BI/HA)*KS
Gladbeck West,125,Berlin Friedrichstr,10038,558,BOT*DO*H*MD*B
Gladbeck West,125,Berlin Gesundbrunnen,11102,562,BOT*DO*H*MD*B
Gladbeck West,125,Berlin Hbf,11160,558,GLA*BOT*DO*H*BWA*BHBF
Gladbeck West,125,Berlin-Karlshorst,10035,570,BOT*DO*H*MD*B
Gladbeck West,125,Berlin Ostkreuz,11162,565,BOT*DO*H*MD*B
Gladbeck West,125,Berlin-Spandau,10404,563,BOT*DO*H*MD*BSP
Gladbeck West,125,Berlin Südkreuz,11113,565,BOT*DO*H*MD*B
Gladbeck West,125,Berlin-Wannsee,10405,537,BOT*DO*H*BWA
Gladbeck West,125,Berlin Westkreuz,11108,567,BOT*DO*H*MD*B
Gladbeck West,125,Bischofswerda,10049,693,BOT*(SDL/EF)*RIE
Gladbeck West,125,Bitterfeld,10050,498,BOT*(H/HAL)*BTF
Gladbeck West,125,Blankenberg(Meckl),10051,503,MS*OS*HB*HL
Gladbeck West,125,Borsdorf(Sachs),10059,548,BOT*(H/EF)*L
Gladbeck West,125,Brandenburg Hbf,10060,493,BOT*H*MD*BRB
Gladbeck West,125,Bretleben,10061,529,BOT*DO*H*BRE
Gladbeck West,125,Britz,10064,611,BOT*DO*H*MD*B
Gladbeck West,125,Calau(Nl),10069,662,BOT*(H/EF)*CA
Gladbeck West,125,Calbe(Saale) Ost,10070,439,BOT*DO*H*MD
Gladbeck West,125,Calbe(Saale) West,10071,445,BOT*DO*H*MD
Gladbeck West,125,Chemnitz Hbf,10184,617,BOT*(MD/EF)*C
Gladbeck West,125,Coburg,1338,608,BOT*K*WUE*(SW/N)*LIF
Gladbeck West,125,Coswig(b Dresden),10072,638,BOT*(SDL/EF)*RIE
Gladbeck West,125,Cottbus Hbf,10073,686,BOT*(H/EF)*CB
Gladbeck West,125,Delitzsch,10076,525,BOT*(MD/NDH)*HAL
Gladbeck West,125,Dessau Hbf,10077,472,BOT*DO*H*RSL
Gladbeck West,125,Döbeln Hbf,10080,602,BOT*(H/EF)*DL
Gladbeck West,125,Doberlug-Kirchhain,10079,630,BOT*(H/EF)*L
Gladbeck West,125,Dresden Hbf,10085,656,BOT*(H/EF)*DD
Gladbeck West,125,Eberswalde Hbf,10093,606,BOT*DO*H*MD*B
Gladbeck West,125,Eilenburg,10095,561,BOT*(H/EF)*L
Gladbeck West,125,Eilsleben(Magdeb),10096,382,BOT*DO*H*BS
Gladbeck West,125,Eisenach Hbf,10097,376,BOT*DO*ESA
Gladbeck West,125,Elsterwerda,10099,626,BOT*(H/EF)*ELW
Gladbeck West,125,Emden Hbf,1768,251,MS*RHEI*LER
Gladbeck West,125,Emmerich,1773,79,BOT*OB*EMM
Gladbeck West,125,Erfurt Hbf,10101,433,BOT*DO*EF
Gladbeck West,125,Erlangen,1844,581,BOT*K*N*ER
Gladbeck West,125,Falkenberg(Elster),10103,607,BOT*(H/EF)*L
Gladbeck West,125,Flöha,10108,630,BOT*(MD/EF)*C
Gladbeck West,125,Forbach(fr),2021,392,BOT*(MA/TR)*SB
Gladbeck West,125,Forst(Lausitz),10111,708,BOT*(H/EF)*CB
Gladbeck West,125,Frankfurt(M)Flugh.,281,307,BOT*(E/OB)*K*FFMF
Gladbeck West,125,Frankfurt(Oder),10113,645,BOT*H*B*FF
Gladbeck West,125,Freiberg(Sachs),10115,696,BOT*(H/EF)*DD
Gladbeck West,125,Frose,10119,475,BOT*DO*H*GUS
Gladbeck West,125,Fürstenberg(Havel),10399,655,BOT*DO*H*MD*B
Gladbeck West,125,Fürstenwalde(Spree),10120,610,BOT*DO*H*MD*B
Gladbeck West,125,Garmisch-Partenk.,2187,822,BOT*S*UL*GAP
Gladbeck West,125,Geestgottberg,10121,518,BOT*DO*H*MD*SDL
Gladbeck West,125,Genthin,10123,463,BOT*DO*H*MD
Gladbeck West,125,Gera Hbf,10125,610,BOT*(MD/EF)*G
Gladbeck West,125,Gerstungen,11629,352,BOT*(BI/HA)*BEB
Gladbeck West,125,Gifhorn,185,311,MS*(OS/HAM)*H
Gladbeck West,125,Glauchau(Sachs),10129,641,BOT*(SDL/NDH)*WDA
Gladbeck West,125,Göppingen,127,529,BOT*K*S*PLO
Gladbeck West,125,Görlitz,10131,758,BOT*(H*B/EF*DD)*GR
Gladbeck West,125,Goslar,130,344,MS*(OS/BI)*HI
Gladbeck West,125,Gotha,10136,405,BOT*DO*GTH
Gladbeck West,125,Göttingen,128,377,BOT*BI*H*GOE
Gladbeck West,125,Graben-Neudorf,131,389,BOT*K*WO*MA
Gladbeck West,125,Grambow(Gr),10138,729,BOT*(HL/B)*PW
Gladbeck West,125,Grevenbroich,133,76,BOT*(OB/E)*D
Gladbeck West,125,Groß Gerau,136,298,BOT*OB*K*MZ
Gladbeck West,125,Grünstadt,137,358,BOT*DU*K*WO
Gladbeck West,125,Günzburg,139,606,BOT*DU*K*UL
Gladbeck West,125,Güsen(b Genthin),10151,448,BOT*DO*H*MD
Gladbeck West,125,Güsten,10152,456,BOT*DO*H*GUS
Gladbeck West,125,Güstrow,10153,540,MS*(HL/SDL)*GUE
Gladbeck West,125,Gutenfürst,11790,755,BOT*K*WUE*(LIF/N)*HO
Gladbeck West,125,Güterglück,10154,446,BOT*DO*H*MD
Gladbeck West,125,Gütersloh Hbf,2461,139,BOT*DO*HAM
Gladbeck West,125,Haan-Gruiten,138,66,BOT*(OB/E)*D
Gladbeck West,125,Hagen Hbf,142,68,BOT*E*BO*HA
Gladbeck West,125,Halberstadt Hbf,10157,470,BOT*DO*H*MD
Gladbeck West,125,Halle(Saale)Hbf,10159,498,BOT*(MD/NDH)*HAL
Gladbeck West,125,Halle-Ammendorf,10162,504,BOT*(MD/NDH)*HAL
Gladbeck West,125,Halle-Neustadt,10160,510,BOT*(MD/NDH)*HAL
Gladbeck West,125,Haltern am See,145,28,GLA*HALT
Gladbeck West,125,Hamburg-Harburg,147,347,MS*OS*HB*HAR
Gladbeck West,125,Hamburg Hbf,2549,362,GLA*MS*OS*HB*HAR*HHH
Gladbeck West,125,Hamburg-Sternschanze,146,362,MS*OS*HB*HH
Gladbeck West,125,Hameln,148,221,MS*(OS/PB)*HM
Gladbeck West,125,Hamm(Westf)Hbf,149,89,BOT*DO*HAM
Gladbeck West,125,Hanau Hbf,150,341,BOT*K*F*HU
Gladbeck West,125,Hannover Hbf,152,254,MS*(OS/HAM)*H
Gladbeck West,125,Heide(Holst),155,485,MS*OS*HH*HEI
Gladbeck West,125,Heidelberg Hbf,156,372,BOT*K*(F/WO)*HD
Gladbeck West,125,Heilbronn Hbf,157,452,BOT*K*HD*HN
Gladbeck West,125,Helmstedt,159,364,BOT*DO*H*BS
Gladbeck West,125,Hennigsdorf(b Bln),13483,581,BOT*DO*H*MD*B
Gladbeck West,125,Herbertingen,160,658,BOT*DU*K*UL
Gladbeck West,125,Herborn(Dillkr),161,214,BOT*SI
Gladbeck West,125,Herford,162,173,MS*OS
Gladbeck West,125,Herlasgrün,10166,643,BOT*(SDL/NDH)*WDA
Gladbeck West,125,Herne,164,42,BOT*(OB/E)*WAN
Gladbeck West,125,Herrnburg,11864,433,MS*OS*HB*HL
Gladbeck West,125,Hervest-Dorsten,165,12,GLA*HERV
Gladbeck West,125,Herzberg(Harz),166,310,BOT*DO*ALT
Gladbeck West,125,Hesepe,167,144,MS*OS
Gladbeck West,125,Hildesheim Hbf,169,289,MS*(OS/BI)*HI
Gladbeck West,125,Hockeroda,10170,491,BOT*WAR*(EICH/BEB)*SLF
Gladbeck West,125,Hof Hbf,2924,740,BOT*K*WUE*(LIF/N)*HO
Gladbeck West,125,Holthusen,10173,499,MS*HB*(HL/LWL)*SN
Gladbeck West,125,Homburg(Saar)Hbf,176,418,BOT*(MA/TR)*HOM
Gladbeck West,125,Horb,177,549,BOT*K*(S/KA)*HOR
Gladbeck West,125,Horrem,178,110,BOT*K
Gladbeck West,125,Hosena,10171,664,BOT*(H/EF)*ELW
Gladbeck West,125,Husum,181,520,MS*OS*HB*HH*HUS
Gladbeck West,125,Igel(Gr),303,312,BOT*DU*KO*TR
Gladbeck West,125,Immendingen,182,603,BOT*K*(F/WO)*KA*OG
Gladbeck West,125,Ingolstadt Hbf,183,668,BOT*K*(R/S)*IN
Gladbeck West,125,Iserlohn,186,96,BOT*(DO/HA)*SCHW
Gladbeck West,125,Jena Saalbf,11058,477,BOT*DO*EF*JS
Gladbeck West,125,Jüterbog,10182,531,BOT*DO*H*WB
Gladbeck West,125,Kaiserslautern Hbf,189,365,BOT*K*(MA/KH)*KL
Gladbeck West,125,Kaldenkirchen,190,80,BOT*OB*DU*KR
Gladbeck West,125,Karlsruhe Hbf,191,411,BOT*K*(F/WO)*KA
Gladbeck West,125,Kassel-Wilhelmshöhe,3200,275,BOT*(BI/HA)*KS
Gladbeck West,125,Kaufering,195,701,BOT*OB*S*A
Gladbeck West,125,Kehl,3218,488,BOT*K*(F/WO)*KA*KEHL
Gladbeck West,125,Kempten(Allgäu)Hbf,197,668,BOT*K*UL*KE
Gladbeck West,125,Kiel Hbf,199,471,MS*HB*(NMS/HL)*KI
Gladbeck West,125,Kirchenlaibach,201,651,BOT*K*F*N
Gladbeck West,125,Kißlegg,203,676,BOT*K*UL*MM
Gladbeck West,125,Kleve,205,112,BOT*OB*DU*KR
Gladbeck West,125,Koblenz Hbf,206,185,BOT*OB*K*KO
Gladbeck West,125,Köln Hbf,207,91,BOT*K
Gladbeck West,125,Königs Wusterhausen,10193,592,BOT*DO*H*MD*B
Gladbeck West,125,Könnern,10194,528,BOT*(MD/NDH)*HAL
Gladbeck West,125,Korbach Hbf,210,193,BOT*(DO/HA)*SCHW
Gladbeck West,125,Köthen,10195,462,BOT*DO*H*MD
Gladbeck West,125,Krefeld Hbf,211,47,BOT*OB*DU*KR
Gladbeck West,125,Kreiensen,213,324,MS*(OS/HAM)*MI*H*KREI
Gladbeck West,125,Kreuztal,214,165,BOT*E*BO*HA
Gladbeck West,125,Kufstein,3475,825,BOT*S*M*KUF
Gladbeck West,125,Lage(Lippe),215,185,BOT*DO*BI
Gladbeck West,125,Landau(Pfalz)Hbf,216,379,BOT*K*(MZ*MA/KL)*NW
Gladbeck West,125,Landshut(Bay)Hbf,217,805,BOT*K*S*M*LA
Gladbeck West,125,Lauda,221,498,BOT*K*F*WUE
Gladbeck West,125,Lauterbach(Hess)Nord,222,329,BOT*(HA/KO)*GI
Gladbeck West,125,Leer(Ostfriesl),225,224,MS*RHEI*LER
Gladbeck West,125,Lehrte,226,270,MS*(OS/HAM)*H
Gladbeck West,125,Leinefelde,10203,348,BOT*(BI/HA)*EICH
Gladbeck West,125,Leipzig Hbf,10205,536,BOT*(H/EF)*L
Gladbeck West,125,Leipzig-Leutzsch,10207,543,BOT*(H/EF)*L
Gladbeck West,125,Letmathe,227,89,BOT*E*BO*HA
Gladbeck West,125,Lichtenfels,228,587,BOT*K*WUE*(SW/N)*LIF
Gladbeck West,125,Limburg(Lahn),229,237,BOT*OB*K*LM
Gladbeck West,125,Limburg Süd,3680,238,BOT*OB*K*LM
Gladbeck West,125,Lindau-Insel,230,709,BOT*K*S*(MM/FN)*LI
Gladbeck West,125,Lindau-Reutin,3693,709,BOT*K*UL*FN
Gladbeck West,125,Lippstadt,571,135,BOT*DO*HAM
Gladbeck West,125,Löbau(Sachs),10212,734,BOT*(SDL/EF)*RIE
Gladbeck West,125,Löhne(Westf),233,168,MS*OS
Gladbeck West,125,Lollar,234,256,BOT*(HA/KO)*GI
Gladbeck West,125,Löwenberg(Mark),10214,621,BOT*DO*H*MD*B
Gladbeck West,125,Lübben(Spreewald),10217,639,BOT*DO*H*MD*B
Gladbeck West,125,Lübeck Hbf,237,422,MS*OS*HB*HL
Gladbeck West,125,Ludwigsburg,235,473,BOT*K*(DA/KA)*BIET
Gladbeck West,125,Ludwigsfelde,10215,604,BOT*DO*H*MD*B*BSFL
Gladbeck West,125,Ludwigshafen(Rh)Hbf,236,352,BOT*K*WO*MA
Gladbeck West,125,Ludwigslust,10216,568,BOT*BI*MD*WBE
Gladbeck West,125,Lüneburg,238,385,MS*(HB/H)*LG
Gladbeck West,125,Lünen Hbf,239,71,BOT*E*BO*DO
Gladbeck West,125,Luth. Wittenberg Hbf,10222,499,BOT*DO*H*WB
Gladbeck West,125,Magdeburg Hbf,10224,412,BOT*DO*H*MD
Gladbeck West,125,Magdeburg-Rothensee,10086,419,BOT*DO*H*MD
Gladbeck West,125,Mainz-Bischofsheim,241,286,BOT*OB*K*MZ
Gladbeck West,125,Mainz Hbf,240,278,BOT*OB*K*MZ
Gladbeck West,125,Malsfeld,243,305,BOT*(BI/HA)*KS
Gladbeck West,125,Mannheim Hbf,244,349,BOT*K*WO*MA
Gladbeck West,125,Marburg(Lahn),337,278,BOT*(KS/K)*MR
Gladbeck West,125,Markkleeberg-Großst,10228,550,BOT*(H/EF)*L
Gladbeck West,125,Marktredwitz,247,698,BOT*K*N*MAK
Gladbeck West,125,Mehltheuer,10229,777,BOT*K*WUE*(LIF/N)*HO
Gladbeck West,125,Mellrichstadt Bf,3959,551,BOT*K*WUE*SW
Gladbeck West,125,Memmingen,249,633,BOT*K*UL*MM
Gladbeck West,125,Merseburg Hbf,10232,512,BOT*(MD/NDH)*HAL
Gladbeck West,125,Michendorf,10233,545,BOT*DO*H*P
Gladbeck West,125,Minden(Westf),252,189,MS*(OS/BI)*MI
Gladbeck West,125,Mönchengladbach Hbf,253,71,BOT*(OB/D)*MG
Gladbeck West,125,Montabaur,667,254,BOT*K
Gladbeck West,125,Mosbach-Neckarelz,264,424,BOT*K*(F/WO)*HD
Gladbeck West,125,Mühldorf(Oberbay),258,809,BOT*DU*S*M
Gladbeck West,125,Mülheim(Ruhr)Hbf,259,25,BOT*OB
Gladbeck West,125,München Hbf,261,728,BOT*DU*S*M
Gladbeck West,125,München Ost,262,734,BOT*DU*S*M
Gladbeck West,125,München-Pasing,4158,728,BOT*S*M*MPAS
Gladbeck West,125,Münster(Westf)Hbf,263,70,GLA*HALT*MS
Gladbeck West,125,Narsdorf,10238,586,BOT*(H/EF)*L
Gladbeck West,125,Nauen,10239,554,BOT*H*B*NAU
Gladbeck West,125,Naumburg(Saale)Hbf,10240,544,BOT*(MD/NDH)*NMB
Gladbeck West,125,Neckargemünd,265,383,BOT*K*(F/WO)*HD
Gladbeck West,125,Neubrandenburg,10241,628,MS*(HL/SDL)*GUE
Gladbeck West,125,Neuenmarkt-Wirsberg,267,630,BOT*K*WUE*(LIF/N)*NMW
Gladbeck West,125,Neukieritzsch,10243,563,BOT*(H/EF)*L
Gladbeck West,125,Neukirchen(b Sulzb),269,603,BOT*K*F*N
Gladbeck West,125,Neumark(Sachs),10244,624,BOT*(SDL/NDH)*WDA
Gladbeck West,125,Neumünster,271,440,MS*HB*HH*NMS
Gladbeck West,125,Neunkirchen(Saar)Hbf,272,371,BOT*K*KO*KH
Gladbeck West,125,Neuruppin West,10246,617,BOT*BI*MD*WBE
Gladbeck West,125,Neuss Hbf,274,61,BOT*(OB/E)*D
Gladbeck West,125,Neustadt(Dosse),10248,575,BOT*BI*MD*WBE
Gladbeck West,125,Neustadt(Weinstr)Hbf,275,360,BOT*K*(MZ*MA/KL)*NW
Gladbeck West,125,Neustrelitz Hbf,10250,675,BOT*DO*H*MD*B*NZ
Gladbeck West,125,Neuwied,276,167,BOT*K
Gladbeck West,125,Nidda,277,283,BOT*(HA/KO)*GI
Gladbeck West,125,Nidderau,158,347,BOT*OB*K*(LM/KO)*F
Gladbeck West,125,Niederlahnstein,278,190,BOT*OB*K*KO
Gladbeck West,125,Nienburg(Weser),279,243,MS*(OS/BI)*MI
Gladbeck West,125,Norden,800,280,MS*RHEI*LER
Gladbeck West,125,Nordhausen,10256,390,BOT*DO*WAR*NDH
Gladbeck West,125,Nordstemmen,282,281,MS*(OS/HAM)*H
Gladbeck West,125,Northeim(Han),283,282,BOT*DO*ALT
Gladbeck West,125,Nürnberg Hbf,284,557,BOT*K*F*N
Gladbeck West,125,Oberhausen Hbf,286,18,BOT*OB
Gladbeck West,125,Oebisfelde,10261,356,BOT*DO*BI*H
Gladbeck West,125,Offenburg,290,483,BOT*K*(F/WO)*KA*OG
Gladbeck West,125,Oldenburg(Holst),4669,476,MS*HB*HL*OLD
Gladbeck West,125,Oldenburg(Oldb)Hbf,291,287,MS*OS*HB
Gladbeck West,125,Osnabrück Hbf,294,120,MS*OS
Gladbeck West,125,Osterburken,295,456,BOT*K*(F/WO)*HD
Gladbeck West,125,Paderborn Hbf,297,167,BOT*DO*PB
Gladbeck West,125,Pasewalk,10268,700,BOT*(HL/B)*PW
Gladbeck West,125,Passau Hbf,298,777,BOT*OB*F*PA
Gladbeck West,125,Pforzheim Hbf,299,442,BOT*K*(F/KA)*PF
Gladbeck West,125,Pirna,10272,673,BOT*(H/EF)*DD
Gladbeck West,125,Plattling,301,740,BOT*K*N*PLAT
Gladbeck West,125,Plaue(Thür),10274,464,BOT*DO*EF
Gladbeck West,125,Plochingen,302,510,BOT*K*S*PLO
Gladbeck West,125,Potsdam Hbf,12666,528,BOT*DO*H*P
Gladbeck West,125,Potsdam Pirschheide,10279,535,BOT*DO*H*P
Gladbeck West,125,Prenzlau,10282,676,BOT*DO*H*MD*B
Gladbeck West,125,Priemerburg,10284,544,MS*(HL/SDL)*GUE
Gladbeck West,125,Probstzella,10288,651,BOT*OB*WUE*PRO
Gladbeck West,125,Puttgarden,4903,516,MS*HB*HL*PUTT
Gladbeck West,125,Rastatt,306,434,BOT*K*(F/WO)*KA
Gladbeck West,125,Recklinghausen Hbf,307,49,BOT*RE
